input	target
liittyvän	liitty + vän
järjettömän	järjet + tömän
kirjastossa	kirjasto + ssa
kokonaisista	kokonai + sista
suoritetaan	suorit + etaan
toimin	toimi + n
tarkistin	tarkist + in
onnettomaan	onnet + tomaan
23	23
mööpelin	mööpeli + n
menettelytapoja	menettely + tapoja
keskeytti	keskeytt + i
äsken	äsken
ystäväni	ystävä + ni
tuleeks	tul + eeks
kietoo	kieto + o
palautuksen	palautu + ksen
muotoiluosastolle	muotoilu + osastolle
Pariisi–Dakar-aavikkorallissa	Pariisi + –Dakar-aavikkorallissa
testaamaan	testa + amaan
äkillinen	äkillinen
sukeltamisen	sukeltami + sen
keskiarvo	keski + arvo
TiTeTan	TiTeTa + n
belgialaisen	belgialai + sen
koripalloa	kori + palloa
pitkää	pitkää
bengaa	benga + a
ampumahiihtojoukkueen	ampuma + hiihtojoukkueen
huipuksi	huip + uksi
puistossa	puisto + ssa
vatkaimella	vatkai + mella
aliseen	ali + seen
kansallissymboli	kansallis + symboli
toimiville	toimi + ville
sitoutuneet	sitoutu + neet
säätieteilijät	sää + tieteilijät
huolehtimista	huolehtimi + sta
komitologiamenettelyyn	komitologia + menettelyyn
metrillä	metri + llä
Scheidemann	Scheidemann
äiti	äiti
albumin	albumi + n
vedä	ve + dä
or	or
tulisi	tul + isi
läheistä	lähei + stä
riskialueet	riski + alueet
Grisay	Grisay
Sydowin	Sydow + in
ehdi	eh + di
toistuvia	toistuv + ia
luennoinut	luennoi + nut
hahmon	hahmo + n
työttömien	työt + tömien
penkin	penk + in
Timo	Timo
kasseista	kass + eista
vastakkain	vastakkain
mitenkään	mitenkään
palelsi	palel + si
vaaleissa	vaal + eissa
aidan	ai + dan
etujärjestö	etu + järjestö
130	130
1907	1907
suhteellista	suhteelli + sta
tärkeätä	tärkeä + tä
romanttinen	romanttinen
Asp	Asp
ryhtiä	ryhti + ä
huumekaupan	huume + kaupan
Finland	Finland
luonnontilaisissa	luonnon + tilaisissa
kuluttajalle	kuluttaja + lle
niminen	niminen
alkoholimyrkytyksestä	alkoholi + myrkytyksestä
lisäbudjetti	lisä + budjetti
teemaksi	teema + ksi
D04	D04
Jean-Nöel	Jean-Nöel
virkaveljensä	virka + veljensä
miellettäisiin	miel + lettäisiin
käräjäoikeuksien	käräjä + oikeuksien
sähköpostiinsa	sähkö + postiinsa
citymarketin	city + marketin
kokemuksellisessa	kokemukselli + sessa
sammakoiden	sammak + oiden
ulottunut	ulottu + nut
Rinne	Rinne
väittämästä	väittämä + stä
toisilla	toi + silla
36	36
järjestyksen	järjesty + ksen
huolehtiminen	huolehtiminen
yläpuoliselle	ylä + puoliselle
hyökkäävään	hyök + käävään
kotieläin	koti + eläin
suikaleiksi	suikale + iksi
tapahtumasta	tapahtuma + sta
tavarakuljetusten	tavara + kuljetusten
kehittäjänä	kehittäjä + nä
Lammintaustan	Lammintausta + n
arvopaperimarkkinalaki	arvo + paperimarkkinalaki
elinkeinoministeriö	elin + keinoministeriö
241	241
1,2	1,2
säpsähti	säpsäht + i
puupöllejä	puu + pöllejä
yritti	yritt + i
yhdenmukaistettuihin	yhdenmukaist + ettuihin
kesäksi	kesä + ksi
erillisiä	erilli + siä
kuuluisia	kuuluis + ia
IOM:n	IOM + :n
raottaa	raottaa
keitin	keit + in
huonompi	huono + mpi
huikkasin	huik + kasin
ajantasaistamista	ajantasaistami + sta
käytetyn	käyt + etyn
hevosensa	hevo + sensa
metsänhakkuut	metsän + hakkuut
ymmärrätte	ymmär + rätte
ärsyttämään	ärsyttä + mään
lämpimämpiä	läm + pimämpiä
tummalle	tumma + lle
säästöjä	säästö + jä
Keikyän	Keikyä + n
Kotkassa	Kotka + ssa
pengerretty	penger + retty
1741	1741
uskottavaa	uskottava + a
luontoni	luonto + ni
ruokalajia	ruoka + lajia
Wallenius	Wallenius
virkeänä	virkeä + nä
miestutkimuskin	mies + tutkimuskin
kuva/teksti-yhdistelmä	kuva/teksti + -yhdistelmä
myyviä	myy + viä
Real	Real
munii	muni + i
Mouyyad	Mouyyad
alkua	alku + a
vale-Ikea	vale + -Ikea
vertauksen	vertau + ksen
lueteltua	luetel + tua
14,4	14,4
elintarvikkeisiin	elin + tarvikkeisiin
putsaamaan	putsa + amaan
oravaa	orava + a
riemuita	riemuita
käskykirje	käsky + kirje
määrittelyssä	määrittely + ssä
takuita	taku + ita
tuotteita	tuot + teita
patenttisuojasta	patentti + suojasta
rauhanpuolustaja	rauha + npuolustaja
sopimana	sopi + mana
sulkeminen	sulkeminen
viljan	vilja + n
selitellä	selitellä
väärään	väärä + än
kertomista	kertomi + sta
purkamista	purkami + sta
viulua	viulu + a
huumori	huumori
parivaljakkomme	pari + valjakkomme
83	83
täydennetään	täyden + netään
julkeasti	julkeasti
hyppäsin	hyp + päsin
myymälöitä	myymäl + öitä
Karkun	Kark + un
hätänumero	hätä + numero
kirkosta	kirk + osta
kattavista	kattav + ista
nuken	nuk + en
naamalleen	naama + lleen
tultaisiin	tul + taisiin
multiplexingiä	multiplexing + iä
jäsenliittoineen	jäsen + liittoineen
äidillesi	äi + dillesi
reunalla	reuna + lla
antaa	antaa
onnekseni	onneks + eni
kustannetaan	kustan + netaan
uhkailee	uhkail + ee
kevyiden	kevy + iden
tyrmäys	tyrmäys
tuotteensa	tuot + teensa
porukalle	poruk + alle
estetään	est + etään
sanankääntein	sana + nkääntein
polkumyyntikomitean	polku + myyntikomitean
vuosikymmenen	vuosi + kymmenen
liukastetulla	liukast + etulla
verolla	vero + lla
kämmenpohjissa	kämmen + pohjissa
jatkoajalla	jatko + ajalla
torstaipäivästä	torstai + päivästä
72	72
toimitettu	toimit + ettu
moninaisilla	moninai + silla
kysymys	kysymys
englantiin	englanti + in
Sun	Sun
kokonaisuuteen	kokonaisuu + teen
erityyppisiin	eri + tyyppisiin
13,5	13,5
tehneille	teh + neille
hyvä	hyvä
erityisongelmia	erityis + ongelmia
vuodenaikoja	vuoden + aikoja
henkilökohtaisen	henkilö + kohtaisen
mustasukkaisia	mustasukkai + sia
uskalla	uskal + la
palkkasi	palk + kasi
viinituotteiden	viini + tuotteiden
oppaat	op + paat
sankoin	sank + oin
huomataan	huomata + an
Kajaanin	Kajaani + n
hiihtäjä	hiihtäjä
Group	Group
viettäessäni	viettä + essäni
suhteisiin	suh + teisiin
tyypillisimmistä	tyypilli + simmistä
surkeimmalta	surke + immalta
apuaan	apu + aan
5.Rg5:n	5.Rg5:n
1981–1985	1981–1985
Norjan	Norja + n
ajatunut	aja + tunut
sekaan	sekaan
unohtua	unohtua
lakipisteeseensä	laki + pisteeseensä
ehkäistään	ehkäistä + än
tuotantoeläimet	tuotanto + eläimet
taukotilanne	tauko + tilanne
muodollisesti	muodollisesti
diplomi-insinööri	diplomi + -insinööri
erillisenä	erilli + senä
lupaava	lupaava
vakaat	vakaa + t
SM-liigauransa	SM + -liigauransa
asutus	asutus
natiivit	natiivi + t
ylimääräinen	yli + määräinen
myynnin	myyn + nin
päivätyssä	päivä + tyssä
serkun	serk + un
lasku	lasku
taikinaan	taikina + an
kemikaaleilla	kemikaal + eilla
pitkäjänteisesti	pitkä + jänteisesti
lähtemään	lähte + mään
jumalatonta	jumalaton + ta
ruskistuneet	ruskistu + neet
omistamista	omista + mista
ajattelit	ajat + telit
peltikaton	pelti + katon
suuresti	suuresti
kurkkuja	kurkku + ja
vahingoittumisen	vahingoittumi + sen
koneen	kone + en
paikoin	paikoin
komitea	komitea
ilmatorjuntaohjus	ilma + torjuntaohjus
3.Rf3	3.Rf3
katkos	katkos
omaisuuksia	omaisuu + ksia
rivakoita	rivak + oita
houkuttelevan	houkutteleva + n
keskittyi	keskitty + i
keskustelemaan	keskustel + emaan
Grammyn	Grammy + n
irtisanottuja	irti + sanottuja
pakotteista	pakot + teista
fun	fun
luonnollisen	luonnolli + sen
White	White
sydäntautinen	sydän + tautinen
muunlaista	muunlai + sta
taantumassa	taantu + massa
kirjoittamassa	kirjoitta + massa
toisinaan	toisinaan
senkin	se + nkin
siskonpoikansa	sisko + npoikansa
ICT-	ICT + -
vaatimaan	vaati + maan
purkista	purk + ista
lukuun	lukuun
Cherin	Cher + in
amerikkalainen	amerikkalainen
kitarasormet	kitara + sormet
näköisiä	näköi + siä
ruuhkasta	ruuhka + sta
pienimmässä	pieni + mmässä
julkaisuksi	julkaisu + ksi
puhelimeen	puheli + meen
vankilassa	vankila + ssa
lähettämälle	lähettä + mälle
käytävien	käytäv + ien
mozzarellaa	mozzarella + a
vuodeksi	vuo + deksi
identiteetin	identiteet + in
vetäytyivät	vetäyty + ivät
minimimäärän	minimi + määrän
käyttäytyä	käyttäytyä
seminaariin	seminaari + in
hännänhuippunsa	hännän + huippunsa
näkökanta	näkö + kanta
Tanska	Tanska
kenraalikuvernöörin	kenraali + kuvernöörin
brittiläisen	brittiläi + sen
kasvoista	kasvo + ista
Metsä-Lapin	Metsä-Lap + in
päivälukiossa	päivä + lukiossa
lykättäisiin	lykä + ttäisiin
PK-35:n	PK-35 + :n
mystisesti	mystisesti
ratkaisevan	ratkaiseva + n
Sarelli	Sarelli
molemmilla	molemm + illa
kulutus	kulutus
siemenperunat	siemen + perunat
Karhi	Karhi
kamerani	kamera + ni
viidenteen	viide + nteen
August	August
Jerseyssä	Jersey + ssä
Merenmaasta	Merenmaa + sta
parantamista	parantami + sta
rangaistakseen	rangaista + kseen
hintatasosta	hinta + tasosta
yhteisistunnossaan	yhteis + istunnossaan
seuranta-ajalla	seuranta + -ajalla
ay-jäsenmaksuja	ay + -jäsenmaksuja
puhujanpöntön	puhuja + npöntön
avauksia	avau + ksia
nähtävät	näh + tävät
Արարատ	Արարատ
kuljetuksista	kuljetu + ksista
haapa	haapa
löntystelemässä	löntystel + emässä
rautaista	rautai + sta
pisaraa	pisara + a
yläpuolella	yläpuolella
näkemys	näkemys
nettikapasiteettia	netti + kapasiteettia
maailmanlaajuista	maailman + laajuista
supistusten	supistus + ten
moottoriajoneuvot	moottori + ajoneuvot
kotimaan	koti + maan
miekka	miekka
laskeutumisen	laskeutumi + sen
käsittelen	käsit + telen
automatkalle	auto + matkalle
yhdyn	yh + dyn
nimittäin	nimittäin
heinäsirkkoja	heinä + sirkkoja
Telecoms	Telecoms
hengaa	henga + a
animaatioita	animaatio + ita
asetan	aset + an
hoitohenkilöstön	hoito + henkilöstön
ennakoivaa	ennakoiva + a
SM-hallikisoissa	SM + -hallikisoissa
virstanpylvään	virstan + pylvään
kehottamaan	kehotta + maan
esittäjäksi	esittäjä + ksi
prosentista	prosent + ista
tauti	tauti
laadittava	laa + dittava
metsä	metsä
kenkäpariin	kenkä + pariin
jälkimaku	jälki + maku
läiskyvälle	läisky + välle
suurlähettiläänä	suur + lähettiläänä
harkita	harkita
ajantasaisia	ajan + tasaisia
tapaamista	tapaami + sta
kannettu	kan + nettu
maantieajoneuvoille	maan + tieajoneuvoille
viettämään	viettä + mään
helikopterin	helikopteri + n
nappia	nappi + a
itäeurooppalaiset	itä + eurooppalaiset
kuolemaisillaan	kuol + emaisillaan
lähtökohdaksi	lähtö + kohdaksi
astui	astu + i
yhteyspäällikkö	yhteys + päällikkö
alalajin	ala + lajin
tilejään	til + ejään
monikulttuurisuuden	moni + kulttuurisuuden
tutkituille	tutki + tuille
Hypatia-niminen	Hypatia + -niminen
One	One
tuote	tuote
työtään	työ + tään
toimitusjohtajaa	toimitus + johtajaa
MTV3	MTV3
ajateltti	ajatel + tti
Markelle	Markelle
Espanjasta	Espanja + sta
suhteen	suh + teen
feministeihin	feminist + eihin
alemman	alem + man
Ottawa	Ottawa
asuntoa	asunto + a
kasvaneessa	kasva + neessa
fetisismin	fetisismi + n
kuuntelet	kuun + telet
sininen	sininen
72/279/ETY	72/279/ETY
lähialueen	lähi + alueen
EFSA	EFSA
rohkeana	rohkea + na
pidettäväksi	pi + dettäväksi
syleksiä	syleksiä
kehittämistyössä	kehittämis + työssä
alaiseksi	alai + seksi
viitsisi	viitsi + si
tankit	tank + it
tulevissa	tulev + issa
lippulappua	lippu + lappua
pitkään	pitkä + än
kirjainmerkein	kirjain + merkein
toivein	toive + in
keli	keli
1954	1954
ehdokasvaltioksi	ehdokas + valtioksi
jäljessään	jäljessä + än
tapaansa	tapa + ansa
tuotannosta	tuotan + nosta
järjestämän	järjestä + män
samankaltaisten	samankaltai + sten
tiiviissä	tiivi + issä
lähtömaansa	lähtö + maansa
silminnähden	silminnähden
juomansietokyvyllä	juoma + nsietokyvyllä
määrästä	määrä + stä
itkuaan	itku + aan
tehtaan	teh + taan
elintarvikekomitea	elin + tarvikekomitea
työeläkevalvontaviranomaisten	työ + eläkevalvontaviranomaisten
vaalitarkkailuvaltuuskunnan	vaali + tarkkailuvaltuuskunnan
Joku	Joku
epäilystäkään	epäily + stäkään
vuotamaan	vuota + maan
Agilan	Agila + n
lupaukseen	lupau + kseen
puskivat	pusk + ivat
puoluetta	puolue + tta
epäsuosiossa	epä + suosiossa
ruokia	ruok + ia
lähetyssaarnaaja	lähetys + saarnaaja
kalaa	kala + a
työttömyyden	työttömyy + den
jäisinkin	jä + isinkin
51	51
mekanismien	mekanismi + en
poistaminen	poistaminen
sitoi	sito + i
juoksussa	juoksu + ssa
ajoneuvoilla	ajo + neuvoilla
näyttävästi	näyttävästi
ohukaisiksi	ohukai + siksi
mantereiden	man + tereiden
kylvyt	kyl + vyt
älypuhelimen	äly + puhelimen
Libušesta	Libuše + sta
perinteisiin	perintei + siin
kosteaa	kostea + a
tukku-	tukku + -
N7	N7
tuoksua	tuoksu + a
omaksuivat	omaksu + ivat
ennätyksensä	ennäty + ksensä
saamansa	saa + mansa
opintoihin	opin + toihin
tapahtumat	tapahtuma + t
puolet	puol + et
demonstraatiolla	demonstraatio + lla
ISM:n	ISM + :n
h6-g5	h6-g5
Larnakan	Larnaka + n
tiedoksiannettu	tiedoksian + nettu
Meksikon	Meksiko + n
tietäisin	tietä + isin
edellisen	edelli + sen
Wall	Wall
ponnistelut	ponnistelu + t
peipposen	peippo + sen
2093/2005	2093/2005
erolla	ero + lla
viitsinyt	viitsi + nyt
leirin	leiri + n
kokeilemassa	kokeil + emassa
verhokangas	verho + kangas
5,5	5,5
jälleenmyyvät	jälleen + myyvät
Bostonin	Boston + in
pyhinä	pyh + inä
istui	istu + i
DM05	DM05
hidastaa	hidastaa
muistikuvia	muisti + kuvia
jätetty	jät + etty
harkitsemaan	harki + tsemaan
vuorollaan	vuoro + llaan
perheen	perhe + en
litimärin	liti + märin
puuronnokareen	puuro + nnokareen
murhasi	murha + si
valtioille	valtio + ille
epätäydellisen	epä + täydellisen
hymähti	hymäht + i
14–15	14–15
päävalmentajakseen	pää + valmentajakseen
toimintavalmis	toiminta + valmis
seinät	seinä + t
pääoppositiopuolue	pää + oppositiopuolue
naapurivaltioon	naapuri + valtioon
aluekehitykseen	alue + kehitykseen
muutosesityksistä	muutos + esityksistä
velkasuohon	velka + suohon
murhatuksi	murha + tuksi
kaavui	kaa + vui
hallitessa	halli + tessa
Vanhaselle	Vanha + selle
sellaisia	sellai + sia
Hall	Hall
kärsivillä	kärsi + villä
kiinteistöjen	kiinteistö + jen
isokyröläisille	isokyröläi + sille
hopeanharmaat	hopean + harmaat
natsi-Saksassa	natsi + -Saksassa
British	British
syyttäköön	syyttä + köön
uhkasakolla	uhka + sakolla
Pyykkö	Pyykkö
historiassa	historia + ssa
huomiokykyään	huomio + kykyään
vuorineuvos	vuori + neuvos
näyttävissä	näyttäv + issä
määräpaikkaan	määrä + paikkaan
raukat	rauk + at
antropologi	antropologi
laskeutunut	laskeutu + nut
kypsymään	kypsy + mään
metsiä	mets + iä
suvaitsemattomuuteen	suvaitsemattomuu + teen
voimakkaita	voimak + kaita
lisenssisopimus	lisenssi + sopimus
ihmiseltä	ihmi + seltä
nenäliinoista	nenä + liinoista
17-vuotiaana	17 + -vuotiaana
feminiinisiksi	feminiini + siksi
illuusio	illuusio
uskonnollisesti	uskonnollisesti
sivuainetta	sivu + ainetta
kirjottamisen	kirjo + ttamisen
lammas-	lammas + -
seksuaalinen	seksuaalinen
hakenut	hake + nut
Brown	Brown
rangaistukseen	rangaistu + kseen
ammattikäyttöön	ammatti + käyttöön
Afrikasta	Afrik + asta
ongelmassa	ongelma + ssa
erossa	ero + ssa
taikasauvana	taika + sauvana
1.6.2006	1.6.2006
lukijapeiton	lukija + peiton
Bulk-satama	Bulk + -satama
mielenosoitukset	mielen + osoitukset
valoisalta	valoisa + lta
kuoletuksista	kuoletu + ksista
lähetetään	lähet + etään
kattamaan	katta + maan
Reutersille	Reuters + ille
kokeessa	ko + keessa
rikkovaa	rikko + vaa
netti	netti
natsismille	natsismi + lle
rouskuttelen	rouskut + telen
nyrpeänä	nyrpeä + nä
vähimmäisvaatimukseksi	vähimmäis + vaatimukseksi
rautatieasema	rauta + tieasema
3480	3480
1636	1636
hirviö	hirviö
suurustua	suurustua
määräajassa	määrä + ajassa
maineen	maine + en
Suomeen	Suom + een
perhevideokameraa	perhe + videokameraa
kapinallisryhmä	kapinallis + ryhmä
yhteiseurooppalaisesta	yhteis + eurooppalaisesta
taisteluasemilleen	taistelu + asemilleen
pilata	pilata
perusteltuna	perustel + tuna
sairaanhoitajan	sairaan + hoitajan
sopiva	sopi + va
iäkkäänä	iäk + käänä
syötävää	syötävä + ä
alkalimetalleihin	alkali + metalleihin
asukuvassa	asu + kuvassa
mainita	mainita
Putinin	Putin + in
radan	ra + dan
pitkäkestoista	pitkä + kestoista
maahanpääsymenettelyjen	maahan + pääsymenettelyjen
ohikulkija	ohikulkija
perusperiaatteiden	perus + periaatteiden
mielipahaa	mieli + pahaa
maailmanlaajuisesti	maailman + laajuisesti
purkautuminen	purkautuminen
naisiin	nai + siin
sijoittuen	sijoittu + en
ilmiöistä	ilmiö + istä
epäluuloisia	epä + luuloisia
latvoja	latv + oja
Gliwicessä	Gliwice + ssä
keskustella	keskustella
Haavio-Mannila	Haavio-Mannila
aerobiologian	aero + biologian
kurja	kurja
keskittää	keskittää
IT-laitoksella	IT + -laitoksella
lähikuvassa	lähi + kuvassa
West	West
ylitöihin	yli + töihin
sipoolaisista	sipoolai + sista
kirjakieleksi	kirja + kieleksi
seuraavia	seuraav + ia
1988	1988
seksipalstaa	seksi + palstaa
ravintolavaunussa	ravintola + vaunussa
Nuotio	Nuotio
tuloaan	tulo + aan
Martin	Martin
saapumatta	saapu + matta
arvokkaita	arvok + kaita
journalistin	journalisti + n
Sanomien	Sanom + ien
ympäristökysymyksiin	ympäristö + kysymyksiin
ravintola	ravintola
vaunulliselle	vaunulli + selle
varaustilaisuudessa	varaus + tilaisuudessa
työmenestykseen	työ + menestykseen
maksajien	maksaj + ien
puuttuivat	puuttu + ivat
kuvasivat	kuva + sivat
hoikkana	hoikka + na
asiainhoitajana	asiain + hoitajana
nollaantuvat	nollaantu + vat
aikuisuuden	aikuisuu + den
Simpsonille	Simpson + ille
teknisestä	tekni + sestä
vähärasvainen	vähä + rasvainen
nauttisikaan	nautti + sikaan
inhokkilaarit	inhokki + laarit
Judge	Judge
asunnollesi	asun + nollesi
kotouttamistoimien	kotouttamis + toimien
toimiala	toimi + ala
Vuokkiniemellä	Vuokkiniem + ellä
kontrollijärjestelmän	kontrolli + järjestelmän
tavaroille	tavar + oille
välttelinkin	vält + telinkin
konseptin	konsepti + n
jaettu	ja + ettu
Penttilällä	Penttilä + llä
tyydyttää	tyydyttää
osoittautuivat	osoittautu + ivat
kyyttöä	kyyttö + ä
Loimaan	Loimaa + n
tuntematonta	tuntematon + ta
prototyping	prototyping
matkailijat	matkailija + t
Saidin	Said + in
oikolukuhetkellä	oiko + lukuhetkellä
Kullervo	Kullervo
vastustivat	vastust + ivat
ahdasmieliseen	ahdas + mieliseen
huippupaikat	huippu + paikat
liikkeessä	liik + keessä
menettelyistä	menettely + istä
välitettiin	välit + ettiin
tarjousten	tarjous + ten
erään	erä + än
D06	D06
54,5	54,5
johtivat	joht + ivat
strategiasuunnitelmiin	strategia + suunnitelmiin
Loviisassa	Loviisa + ssa
kahvikuppi	kahvi + kuppi
lainkohta	lain + kohta
tutkimustoiminnan	tutkimus + toiminnan
valtuuston	valtuusto + n
esitettävänä	esit + ettävänä
ideasta	idea + sta
joillakin	jo + illakin
k.	k.
litran	litra + n
vääntyy	väänty + y
kaistanleveydestä	kaista + nleveydestä
joutuivat	joutu + ivat
vaiheessa	vaihe + essa
yhtenäinen	yhtenäinen
luvattomasta	luvat + tomasta
Daihatsu	Daihatsu
palautus	palautus
vastustusta	vastustus + ta
tapana	tapa + na
tilkassa	tilk + assa
enemmistöt	enemmistö + t
saisi	sa + isi
youngin	young + in
esteettömämpiä	esteet + tömämpiä
savuna	savu + na
ohjaus	ohjaus
vankeuden	vankeu + den
perustamaan	perusta + maan
298,5	298,5
tyylissä	tyyli + ssä
uhrimäärän	uhri + määrän
lenkkarit	lenkkari + t
tavoitetta	tavoite + tta
1980-luvuilla	1980 + -luvuilla
avaruudesta	avaruu + desta
puolustuksen	puolustu + ksen
terveydentilasta	terveyden + tilasta
Doctor	Doctor
neljällä	neljä + llä
18-vuotiaana	18 + -vuotiaana
englantilaisella	englantilai + sella
kokenutta	kokenut + ta
lähdekoodi	lähde + koodi
puistot	puisto + t
harvasti	harvasti
hyppyri	hyppyri
valvojien	valvoj + ien
puolueessa	puolue + essa
tuottamisen	tuottami + sen
aloittamiselle	aloittami + selle
ohjauskorko	ohjaus + korko
8,3	8,3
mykotoksiinin	mykotoksiini + n
2,8	2,8
hulppeat	hulppea + t
taloudellisten	taloudelli + sten
hetkauttaneet	hetkautta + neet
leijui	leiju + i
1983	1983
putoaminen	putoaminen
juhlavuosi	juhla + vuosi
kyetty	kye + tty
rikkoa	rikkoa
kotiavun	koti + avun
asukkaaseen	asuk + kaaseen
Sanomatalossa	Sanoma + talossa
perinteiset	perintei + set
biologian	biologia + n
kaltaiseni	kaltai + seni
lopputuloksen	loppu + tuloksen
Postin	Post + in
ajantasaista	ajan + tasaista
uudisraivaajiksi	uudis + raivaajiksi
karsiutui	karsiutu + i
Färjestads	Färjestads
rantahiekkaan	ranta + hiekkaan
ydinohjelmasta	ydin + ohjelmasta
paikkamme	paikka + mme
kaupungeissa	kaupun + geissa
ihan	ihan
päästöt	päästö + t
toteuttama	toteutta + ma
häviävät	hävi + ävät
koulutettu	koulut + ettu
ruska	ruska
tuhmaseksin	tuhma + seksin
julkaissut	julkais + sut
ohutta	ohut + ta
osavaltiot	osa + valtiot
useaan	usea + an
liikkuvampi	liikkuva + mpi
taustoihin	taus + toihin
puserruksessa	puserru + ksessa
liikevaihtonsa	liike + vaihtonsa
tuoksuu	tuoksu + u
10	10
Adored	Adored
Kovddoskaisia	Kovddoskaisi + a
englanti	englanti
savuversio	savu + versio
palatsi	palatsi
Billboard-listan	Billboard + -listan
keskusviranomaista	keskus + viranomaista
lahjoittajista	lahjoittaj + ista
sopassa	sop + assa
houkuttelee	houkut + telee
tarkistamiseen	tarkistami + seen
lukiosta	lukio + sta
naurettu	naur + ettu
karhun	karhu + n
tarkistamaan	tarkista + maan
myyntipisteissä	myynti + pisteissä
soitin	soit + in
irrationaalisiksi	irrationaali + siksi
Nikolaoksen	Nikolao + ksen
yksilöllistä	yksilölli + stä
maksavat	maksa + vat
vaivautuko	vaivautu + ko
jäsenistölle	jäsenistö + lle
ilmestyttyään	ilmesty + ttyään
kuvauksen	kuvau + ksen
tuolta	tuo + lta
kotoisuutta	kotoisuu + tta
Linda	Linda
aluevesirajansa	alue + vesirajansa
kantavia	kantav + ia
yksityisyyteen	yksityisyy + teen
sähkökiukaallakin	sähkö + kiukaallakin
kartoitettiin	kartoit + ettiin
valtiollistettu	valtiollist + ettu
evakuoitua	evakuoi + tua
1980-	1980-
siirtyä	siirtyä
intiaanikesään	intiaani + kesään
eläimetkin	eläi + metkin
sähköpostin	sähkö + postin
suorittanut	suoritta + nut
puhdistettua	puhdist + ettua
myytäviä	myy + täviä
vuoropuhelu	vuoro + puhelu
4.h4	4.h4
laatimassaan	laati + massaan
toiminnaksi	toimin + naksi
italialaisia	italialai + sia
seinälle	seinä + lle
Carfagna	Carfagna
työvoimasta	työ + voimasta
sisällä	sisällä
eduskuntaryhmä	edus + kuntaryhmä
työnantajia	työn + antajia
paskapöntöiks	paska + pöntöiks
kahdeksasta	kahdeksa + sta
paistettuihin	paist + ettuihin
alkuperä	alku + perä
Kristian	Kristian
kirjoitusvirheen	kirjoitus + virheen
voimakkaampi	voimak + kaampi
sykkiä	sykkiä
valojen	valo + jen
ING	ING
varhaisessa	varhai + sessa
päsmäröintiin	päsmäröinti + in
kuulijoille	kuulij + oille
7439-93-2	7439-93-2
tiedoista	tie + doista
tallennettua	tallen + nettua
ajattelijaa	ajattelija + a
tuoksut	tuoksu + t
Dominique	Dominique
käyttöönotosta	käyttöönot + osta
jättimäisestä	jättimäi + sestä
Youtubessa	Youtube + ssa
vaiteliaita	vaitelia + ita
puhtaaseen	puh + taaseen
lisensiaatti	lisensiaatti
teet	te + et
peliväline	peli + väline
surina	surina
paistinpannulla	paistin + pannulla
ihastuisi	ihastu + isi
maanviljelijä	maan + viljelijä
1912	1912
Leafsin	Leafs + in
lapsuuden	lapsuu + den
laitoin	lait + oin
legitimoimiseksi	legitimoimi + seksi
luvata	luvata
tutkintapyyntö	tutkinta + pyyntö
myöntämisessä	myöntämi + sessä
aiheesta	aihe + esta
langettamisen	langettami + sen
peittoa	peitto + a
tulostustasi	tulostus + tasi
setin	set + in
kunniasta	kunnia + sta
Klubillekin	Klubi + llekin
Kerttu	Kerttu
harvinaisemmista	harvinai + semmista
vastakohdaksi	vasta + kohdaksi
avoin	avoin
Perlille	Perl + ille
epäiltyjen	epäil + tyjen
rapukesteihin	rapu + kesteihin
mahalasku	maha + lasku
sianlihan	sian + lihan
pähkinävoi-banaani-voileipiä	pähkinä + voi-banaani-voileipiä
projektien	projekti + en
kyseisiin	kysei + siin
valuuttarahastoon	valuutta + rahastoon
myöhäisellä	myöhäi + sellä
Utsjoella	Utsjo + ella
kilpailukyvyn	kilpailu + kyvyn
rajustikin	rajusti + kin
inflaatiosta	inflaatio + sta
mahdollinen	mahdollinen
Glenin	Glen + in
keksiä	keksiä
kannettiin	kan + nettiin
SKS:n	SKS + :n
erojen	ero + jen
HPK	HPK
järistyksen	järisty + ksen
kypsyy	kypsy + y
väriäkin	väri + äkin
herkkulikööriä	herkku + likööriä
haistamaan	haista + maan
lyh.	lyh + .
helkutin	helkutin
Greenwoodin	Greenwood + in
kiinnostuneille	kiinnostun + eille
kiinnitämme	kiinnit + ämme
tavattuaan	tava + ttuaan
sietämättömiä	sietämät + tömiä
lääketeollisuuden	lääke + teollisuuden
Favan	Fava + n
muistuttavat	muistutta + vat
tarkkailla	tarkkailla
korvausvastuuta	korvaus + vastuuta
euroa	euro + a
selvitettiin	selvit + ettiin
vapautuminen	vapautuminen
tiedepäiväksi	tiede + päiväksi
ratkaisematta	ratkais + ematta
9-5	9-5
perustaja	perustaja
Western	Western
tyypillisin	tyypilli + sin
1987	1987
urheilla	urhe + illa
lungisti	lungisti
tuotantovälineiden	tuotanto + välineiden
tietyille	tiet + yille
herkkyys	herkkyys
ammattitasoa	ammatti + tasoa
kahdessa	ka + hdessa
toimenkuva	toimen + kuva
hallinnon	hallin + non
luovuuden	luovuu + den
haudattiin	hauda + ttiin
kolmesta	kolme + sta
astutut	astu + tut
riittävät	riittävä + t
98/44/EY	98/44/EY
1951–1996	1951–1996
changes	changes
ydinvoiman	ydin + voiman
yliopisto-opiskelijat	yli + opisto-opiskelijat
annetun	an + netun
parlamenttien	parlamentti + en
rasvainen	rasvainen
polttamaan	poltta + maan
sormisuolalla	sormi + suolalla
