input	target
dırnağından	dırnağ + ından
şaftalımıza	şaftalı + mıza
dırnaqlara	dırnaq + lara
saqqaldan	saqqal + dan
qəlblərinə	qəlb + lərinə
mətbəxdən	mətbəx + dən
fahişəyə	fahişə + yə
gözləriniz	göz + ləriniz
gülüşlərimi	gülüş + lərimi
arxivinizdə	arxiv + inizdə
baldızınızın	baldız + ınızın
leşyeyəndə	leşyeyən + də
şaftalılarınızda	şaftalı + larınızda
yemişinizdə	yemiş + inizdə
ədəbiyyatlara	ədəbiyyat + lara
tərcümələrimdən	tərcümə + lərimdən
axşamda	axşam + da
ağladılar	ağla + dılar
kraliçan	kraliça + n
zəlzələyə	zəlzələ + yə
tısbağalardan	tısbağa + lardan
xəzinən	xəzinə + n
qızılgüllər	qızılgül + lər
odun	od + un
bağırsaqdan	bağırsaq + dan
yoldaşlara	yoldaş + lara
penisinizə	penis + inizə
süngünüz	süngü + nüz
baldıza	baldız + a
xəstəliklər	xəstəlik + lər
dəyirmanlara	dəyirman + lara
gümüş	gümüş
mənzərəndən	mənzərə + ndən
pəncərəsini	pəncərə + sini
kraliçanız	kraliça + nız
açarlarınızdan	açar + larınızdan
adda	ad + da
dəvələrdə	dəvə + lərdə
arxiv	arxiv
abisini	abi + sini
ereksiyalarımızın	ereksiya + larımızın
göyərçinlərdə	göyərçin + lərdə
dinozavrlarımıza	dinozavr + larımıza
canların	can + ların
gəlip	gəl + ip
leşyeyənlərə	leşyeyən + lərə
fəaliyyətlərinə	fəaliyyət + lərinə
söyüdləri	söyüd + ləri
köməyimizdən	kö + məyimizdən
fəaliyyətinizdən	fəaliyyət + inizdən
müzakirəmi	müzakirə + mi
oxutdurulacax	oxu + tdurulacax
xəzinənizi	xəzinə + nizi
əriklərinə	ərik + lərinə
pişikdə	pişik + də
səbəblərdən	səbəb + lərdən
gülüşlərimdə	gülüş + lərimdə
dolablar	dolab + lar
hörümçəklərdə	hörümçək + lərdə
sünnətdə	sünnət + də
zoğda	zoğ + da
penislərinizdən	penis + lərinizdən
vəziyyətlər	vəziyyət + lər
ayaqqabılarda	ayaqqabı + larda
köməyimdə	kö + məyimdə
əhəmmiyətlidir	əhəmmiyətl + idir
süngülərinin	süngü + lərinin
sənin	sən + in
ev	ev
dinozavrı	dinozavr + ı
balalaykanın	balalayka + nın
skripkada	skripka + da
səviyyələrə	səviyyə + lərə
danışma	danış + ma
kəfgirlərinizi	kəfgir + lərinizi
darçınlarda	darçın + larda
təsadüflərdən	təsadüf + lərdən
düşmanlarımıza	düşman + larımıza
baharları	bahar + ları
sözlüyün	sözlü + yün
siçanın	siçan + ın
vaza	vaza
geodeziyalar	geodeziya + lar
hörümçəyiniz	hörümçə + yiniz
hinduşkalar	hinduşka + lar
onurğamızda	onurğa + mızda
bardaqları	bardaq + ları
oxda	ox + da
öndən	ön + dən
dinozavrınızın	dinozavr + ınızın
ananızdan	ana + nızdan
ismə	is + mə
düşərgələr	düşərgə + lər
ensiklopediyaları	ensiklopediya + ları
pilləkəni	pilləkən + i
vəziyyətlərimdə	vəziyyət + lərimdə
göbəklərdən	göbək + lərdən
səhifəni	səhifə + ni
dünyalarımız	dünya + larımız
çiçəklərdə	çiçək + lərdə
alçamız	alça + mız
penislərin	penis + lərin
zəlzələlər	zəlzələ + lər
tısbağada	tısbağa + da
Peter	Peter
vazada	vaza + da
xəbərləri	xəbər + ləri
təzyiqi	təzyiq + i
təbiətə	təbiət + ə
alçalara	alça + lara
anaları	ana + ları
ayların	ay + ların
böyürtkənə	böyürtkən + ə
arxivimdən	arxiv + imdən
köməklərimi	kömək + lərimi
xəritəsi	xəritə + si
alətlərimizə	alət + lərimizə
pomidorları	pomidor + ları
cəsədləri	cəsəd + ləri
penislərimdən	penis + lərimdən
ereksiyalarınızdan	ereksiya + larınızdan
pianonu	piano + nu
qəzetlərin	qəzet + lərin
ananıza	ana + nıza
qərənfillərin	qərənfil + lərin
istifadəçini	istifadəçi + ni
qələbənin	qələbə + nin
alçalarının	alça + larının
səbəbdə	səbəb + də
rəhbərlər	rəhbər + lər
alətlərinə	alət + lərinə
dırnağımdan	dırnağ + ımdan
süzgəclərə	süzgəc + lərə
bülbüldən	bülbül + dən
gec	gec
dırnağınızdan	dırnağ + ınızdan
köməklərimizi	kömək + lərimizi
belə	belə
buynuzlarına	buynuz + larına
sözlərin	söz + lərin
təzyiqlərdən	təzyiq + lərdən
məktəbimin	məktəb + imin
dəyirmanı	dəyirman + ı
qulağım	qulağ + ım
geodeziyalara	geodeziya + lara
dənizlərdə	dəniz + lərdə
kraliçalarımızın	kraliça + larımızın
köynəyimizdə	köynə + yimizdə
müzakirəmizi	müzakirə + mizi
ereksiyalarınızın	ereksiya + larınızın
şaftalılarımızı	şaftalı + larımızı
qəlblərimdə	qəlb + lərimdə
peyğəmbərdən	peyğəmbər + dən
ana	ana
fəaliyyətimizin	fəaliyyət + imizin
saqqalda	saqqal + da
hüceyrəmə	hüceyrə + mə
vəziyyətimdən	vəziyyət + imdən
geyşada	geyşa + da
günəşlərdən	günəş + lərdən
açarlarımda	açar + larımda
köynəkləri	köynək + ləri
şkaflara	şkaf + lara
fəlsəfələrimizin	fəlsəfə + lərimizin
kəfgirlərinizin	kəfgir + lərinizin
inəyi	inə + yi
dirsəklərinin	dirsək + lərinin
dirsəyi	dirsə + yi
çoxtər	çox + tər
mənzərənizi	mənzərə + nizi
pişiklərin	pişik + lərin
qardaşımın	qardaş + ımın
bitkilərə	bitki + lərə
müzakirələrim	müzakirə + lərim
axışın	axış + ın
ereksiyası	ereksiya + sı
dalğıcları	dalğıc + ları
kraliçamda	kraliça + mda
qardaşlıqda	qardaşlıq + da
dərs	dərs
kraliçanızı	kraliça + nızı
qoxuları	qoxu + ları
qarışqalarda	qarışqa + larda
müzakirəni	müzakirə + ni
köməklərində	kömək + lərində
böyürtkənləri	böyürtkən + ləri
dələdə	dələ + də
şaftalımdan	şaftalı + mdan
köməklər	kömək + lər
tərcümələriniz	tərcümə + ləriniz
namazlarımda	namaz + larımda
əriyinə	əri + yinə
dondurmaya	dondurma + ya
dinozavrlarından	dinozavr + larından
alətlərdən	alət + lərdən
müzakirəmizdə	müzakirə + mizdə
otururlar	otur + urlar
xəritədə	xəritə + də
ayaqda	ayaq + da
qalar	qal + ar
qonax	qonax
dalğalardan	dalğa + lardan
hüceyrələrim	hüceyrə + lərim
muzeylərə	muzey + lərə
qulağımı	qulağ + ımı
xəstəliklərə	xəstəlik + lərə
baldızlarımızı	baldız + larımızı
kamertonun	kamerton + un
köməklərimizin	kömək + lərimizin
şamisenlərə	şamisen + lərə
süngülərimizə	süngü + lərimizə
dalğasının	dalğa + sının
qandan	qan + dan
üzümdə	üzüm + də
otururam	otur + uram
analarımı	ana + larımı
yatmışdı	yat + mışdı
dalğamızı	dalğa + mızı
baldızınızda	baldız + ınızda
dalğalarımızdan	dalğa + larımızdan
fahişədə	fahişə + də
köynəyinin	köynə + yinin
dinozavrımda	dinozavr + ımda
dirsəyimizdə	dirsə + yimizdə
qılınclar	qılınc + lar
xoruzlarda	xoruz + larda
əjdahalarda	əjdaha + larda
hüceyrəsi	hüceyrə + si
Deniz	Deniz
xəncərdə	xəncər + də
süzgəclər	süzgəc + lər
dinə	din + ə
ütünün	ütü + nün
qulaqlarımın	qulaq + larımın
arxivlərim	arxiv + lərim
gözümüzdə	göz + ümüzdə
zəfərlər	zəfər + lər
qoxundan	qoxu + ndan
tərcüməsindən	tərcümə + sindən
fırtına	fırtına
xəzinələrimizi	xəzinə + lərimizi
buluda	bulud + a
qardaşınızdan	qardaş + ınızdan
sünnətə	sünnət + ə
südlərə	süd + lərə
təbiətin	təbiət + in
yağır	yağ + ır
ulduzlarda	ulduz + larda
köməyinin	kö + məyinin
minarələr	minarə + lər
bağırsaqları	bağırsaq + ları
düşərgə	düşərgə
bazarı	bazar + ı
arxivinizi	arxiv + inizi
baltalarda	balta + larda
bacılarımı	bacı + larımı
qulağımda	qulağ + ımda
armudların	armud + ların
vəxtində	vəxt + ində
dırnaqlarıma	dırnaq + larıma
açarımın	açar + ımın
narın	nar + ın
fəaliyyətlərimizdə	fəaliyyət + lərimizdə
mənzərəyə	mənzərə + yə
qardaşlarınızı	qardaş + larınızı
sünnətlər	sünnət + lər
zəfəranlardan	zəfəran + lardan
kraliçanıza	kraliça + nıza
dırnaqlarımdan	dırnaq + larımdan
minarələrə	minarə + lərə
yağışda	yağış + da
ereksiyasından	ereksiya + sından
bayraqlara	bayraq + lara
göllərə	göl + lərə
də	də
xəncəri	xəncər + i
məşq	məşq
bıçaqlarınız	bıçaq + larınız
rəndələrdən	rəndə + lərdən
söyüdü	söyüd + ü
bülbüllərdən	bülbül + lərdən
məktəblərinizi	məktəb + lərinizi
silahlarda	silah + larda
pendirin	pendir + in
adanın	ada + nın
oddan	od + dan
fəaliyyətlərinizi	fəaliyyət + lərinizi
kraliçalarınızdan	kraliça + larınızdan
busədə	busə + də
bıçağımız	bıçağ + ımız
biçinə	biçin + ə
surələrdə	surə + lərdə
maşınların	maşın + ların
minbəri	minbər + i
təyyarənin	təyyarə + nin
dırnağımı	dırnağ + ımı
mehrablarda	mehrab + larda
öpüşdə	öpüş + də
fəaliyyətinizə	fəaliyyət + inizə
penisinizdə	penis + inizdə
armudlara	armud + lara
rəhbərimin	rəhbər + imin
ereksiyalarınızda	ereksiya + larınızda
ayaqların	ayaq + ların
qəlblərində	qəlb + lərində
bıçaqda	bıçaq + da
diqqətdən	diqqət + dən
dırnağımızda	dırnağ + ımızda
filmi	film + i
tərcümələrimin	tərcümə + lərimin
bacılarımızı	bacı + larımızı
vəziyyətlərim	vəziyyət + lərim
rəndələr	rəndə + lər
baldızına	baldız + ına
düşmənin	düşmən + in
köpəkdən	köpək + dən
axışı	axış + ı
yoxdur	yox + dur
xəzinənizin	xəzinə + nizin
qarpızlara	qarpız + lara
anamdan	ana + mdan
ağacları	ağac + ları
sümüklərimizdən	sümük + lərimizdən
ön	ön
kraliçalara	kraliça + lara
okeanları	okean + ları
qardaşlar	qardaş + lar
dirsəyiniz	dirsə + yiniz
qarışqaya	qarışqa + ya
söyüddən	söyüd + dən
tülpana	tülpan + a
süngülərindən	süngü + lərindən
məktəblərində	məktəb + lərində
dilənçini	dilənçi + ni
maşınlardan	maşın + lardan
həqiqətlərin	həqiqət + lərin
qəlbim	qəlb + im
mələyə	mələ + yə
bəbəklərə	bəbək + lərə
əjdahanın	əjdaha + nın
canavarları	canavar + ları
səbəb	səbəb
yetişincə	yetiş + incə
düşmanınızda	düşman + ınızda
əjdahalardan	əjdaha + lardan
təzyiqlər	təzyiq + lər
namazında	namaz + ında
əri	ər + i
soğanlarda	soğan + larda
ər	ər
qulağımızda	qulağ + ımızda
köməklərimə	kömək + lərimə
şkaflarda	şkaf + larda
körpülər	körpü + lər
silahlar	silah + lar
qılınclara	qılınc + lara
əqrəblərinizə	əqrəb + lərinizə
bağda	bağ + da
bayraqları	bayraq + ları
bəbəkdə	bəbək + də
tülkü	tülkü
şənbələrdə	şənbə + lərdə
saqqalı	saqqal + ı
onurğana	onurğa + na
əqrəbi	əqrəb + i
soğan	soğan
balalaykadan	balalayka + dan
qaloşlarda	qaloş + larda
möcüzələrdən	möcüzə + lərdən
öpüşdən	öpüş + dən
amfiteatrlardan	amfiteatr + lardan
mələyi	mələ + yi
narların	nar + ların
əqrəbləri	əqrəb + ləri
anaların	ana + ların
bulaqlara	bulaq + lara
peyğəmbər	peyğəmbər
sümüklərində	sümük + lərində
beyinlərim	beyin + lərim
dalğasından	dalğa + sından
dırnaqlarımızdan	dırnaq + larımızdan
respublikalar	respublika + lar
alətlərinizə	alət + lərinizə
filmlərdən	film + lərdən
əlkol	əlkol
köməyinə	kö + məyinə
dalğıclar	dalğıc + lar
açarınız	açar + ınız
dülgərdə	dülgər + də
qulağını	qulağ + ını
quşdan	quş + dan
fəaliyyətlərdə	fəaliyyət + lərdə
tilişkədə	tilişkə + də
boşqab	boşqab
biçini	biçin + i
yemişlərinizdə	yemiş + lərinizdə
şəhəri	şəhər + i
üç	üç
dırnağa	dırnağ + a
günü	gün + ü
kraliçalarınızın	kraliça + larınızın
ismi	is + mi
oxumaması	oxu + maması
fəaliyyətində	fəaliyyət + ində
sözü	söz + ü
dalğalarınız	dalğa + larınız
günbəzə	günbəz + ə
balalayka	balalayka
köpükləri	köpük + ləri
dirsəyini	dirsə + yini
nəfəslərdə	nəfəs + lərdə
beynindən	bey + nindən
dalğalarımızda	dalğa + larımızda
gülüşə	gülüş + ə
düşərgələrin	düşərgə + lərin
inəkdən	inək + dən
sərçədən	sərçə + dən
tərcüməsinin	tərcümə + sinin
adların	ad + ların
okeanlarda	okean + larda
yeyindir	yeyin + dir
kölgəmdən	kölgə + mdən
arxivlərimə	arxiv + lərimə
muzeylərdə	muzey + lərdə
kaktuslar	kaktus + lar
bəbəklərdə	bəbək + lərdə
eşşəklər	eşşək + lər
ağacdələnlər	ağacdələn + lər
mələklərinə	mələk + lərinə
balıqlarda	balıq + larda
tərcümələrimdə	tərcümə + lərimdə
vazamız	vaza + mız
uşaqlıqlarından	uşaqlıq + larından
penislərini	penis + lərini
təsadüfdə	təsadüf + də
penisimiz	penis + imiz
anama	ana + ma
fəaliyyətlərimin	fəaliyyət + lərimin
dinozavrlarımız	dinozavr + larımız
vəziyyətinizdə	vəziyyət + inizdə
yemişlərimizdən	yemiş + lərimizdən
muzeydən	muzey + dən
sümüyümüzü	sümü + yümüzü
buynuzunun	buynuz + unun
əqrəbimizdən	əqrəb + imizdən
kitabxanada	kitabxana + da
adlardan	ad + lardan
müzakirədən	müzakirə + dən
qələbələrdə	qələbə + lərdə
rəhbərimizdə	rəhbər + imizdə
badam	badam
dizə	diz + ə
penislərinə	penis + lərinə
respublikaları	respublika + ları
düşmənimizdən	düşmən + imizdən
cücülər	cücü + lər
ereksiyamda	ereksiya + mda
şamisenləri	şamisen + ləri
müzakirəsinin	müzakirə + sinin
dünyalarımızdan	dünya + larımızdan
düşmənimə	düşmən + imə
quyruq	quyruq
süpürgədən	süpürgə + dən
uşaqlığımızı	uşaqlığ + ımızı
mismarların	mismar + ların
öpüşün	öpüş + ün
dinozavrlarınıza	dinozavr + larınıza
namazınızda	namaz + ınızda
kərtənkələlərin	kərtənkələ + lərin
mənzərələrinizin	mənzərə + lərinizin
kərpiclərdən	kərpic + lərdən
xəzinənə	xəzinə + nə
kərtənkələyə	kərtənkələ + yə
bacılarınızdan	bacı + larınızdan
şamisenin	şamisen + in
meyvəyə	meyvə + yə
isim	isim
öpüşlərin	öpüş + lərin
vazamın	vaza + mın
mələyinizdə	mələ + yinizdə
qarpızdan	qarpız + dan
xəritələrinin	xəritə + lərinin
qadınlardan	qadın + lardan
bıçaqlarımda	bıçaq + larımda
qardaşlıqlara	qardaşlıq + lara
qoxusunu	qoxu + sunu
kamertonlardan	kamerton + lardan
göbəkdə	göbək + də
bacısını	bacı + sını
müzakirənizin	müzakirə + nizin
yəhudilərdə	yəhudi + lərdə
maşınlara	maşın + lara
ananda	ana + nda
dirsəyimizin	dirsə + yimizin
mehrabları	mehrab + ları
şaftalılarıma	şaftalı + larıma
penislərim	penis + lərim
səviyyələri	səviyyə + ləri
vəziyyətlərimi	vəziyyət + lərimi
hörümçəyimizi	hörümçə + yimizi
kraliçadan	kraliça + dan
dırnaqlarımı	dırnaq + larımı
uşağın	uşağ + ın
mizraba	mizrab + a
göyərçinləri	göyərçin + ləri
alçamıza	alça + mıza
xəritələrimiz	xəritə + lərimiz
mələyinizdən	mələ + yinizdən
bardaqlarda	bardaq + larda
tələbəmə	tələbə + mə
ağacdələnlərdə	ağacdələn + lərdə
respublikada	respublika + da
gözümüzdən	göz + ümüzdən
hüceyrələrimiz	hüceyrə + lərimiz
ereksiyanızın	ereksiya + nızın
rəhbərlərinə	rəhbər + lərinə
diqqətdə	diqqət + də
dayanacağı	dayanacağ + ı
kərpic	kərpic
bayrağın	bayrağ + ın
gözlər	göz + lər
qoxu	qoxu
əriklərimi	ərik + lərimi
hüceyrəmi	hüceyrə + mi
düşmanınızın	düşman + ınızın
xəncərlərdən	xəncər + lərdən
ovçulara	ovçu + lara
müsabiqələrə	müsabiqə + lərə
uşaqlıqlarımızdan	uşaqlıq + larımızdan
yazmasına	yaz + masına
arxivində	arxiv + ində
sarımsaq	sarımsaq
armudlar	armud + lar
anamızdan	ana + mızdan
köynəyinə	köynə + yinə
qardaşlarınıza	qardaş + larınıza
kəpənəyin	kəpənə + yin
zoğları	zoğ + ları
hüceyrəmiz	hüceyrə + miz
fəaliyyətlərimizi	fəaliyyət + lərimizi
möcüzələri	möcüzə + ləri
dağlarda	dağ + larda
rəhbərlərimdən	rəhbər + lərimdən
şamisenlərin	şamisen + lərin
dilləri	dil + ləri
bacılarını	bacı + larını
açarlara	açar + lara
məktəbimizin	məktəb + imizin
onurğalarımızın	onurğa + larımızın
alova	alov + a
mitoxondrini	mitoxondri + ni
oraqları	oraq + ları
zəfərlərdən	zəfər + lərdən
bacınız	bacı + nız
qardaşını	qardaş + ını
kraliçalardan	kraliça + lardan
amfiteatrın	amfiteatr + ın
fəaliyyətini	fəaliyyət + ini
mahnıya	mahnı + ya
kilsədə	kilsə + də
günəbaxanlarda	günəbaxan + larda
mələyimdə	mələ + yimdə
qurbağalara	qurbağa + lara
ayaq	ayaq
yəhudilərdən	yəhudi + lərdən
ördəkdən	ördək + dən
ananızı	ana + nızı
xəzinəsindən	xəzinə + sindən
ilanda	ilan + da
kəpənəklər	kəpənək + lər
namazlarım	namaz + larım
baldızımda	baldız + ımda
ereksiyanızdan	ereksiya + nızdan
quşa	quş + a
dibçəklər	dibçək + lər
motosikletlərdən	motosiklet + lərdən
uşaqlara	uşaq + lara
motosikletdən	motosiklet + dən
müzakirələrimizi	müzakirə + lərimizi
rəssamlar	rəssam + lar
düşmanınıza	düşman + ınıza
məktəblərinizə	məktəb + lərinizə
fəlsəfələriniz	fəlsəfə + ləriniz
kərtənkələləri	kərtənkələ + ləri
üzdə	üz + də
köməkdə	kömək + də
düşərgələrdən	düşərgə + lərdən
qoxumuza	qoxu + muza
kəfgirini	kəfgir + ini
baldızlarımızın	baldız + larımızın
onu	o + nu
üzlərin	üz + lərin
tələbələrin	tələbə + lərin
xəritələrimə	xəritə + lərimə
ata	at + a
almazların	almaz + ların
onurğalarımıza	onurğa + larımıza
özünüidarəetmə	özünüidarəetmə
qadının	qadın + ın
hörümçəklərin	hörümçək + lərin
ereksiyalarınıza	ereksiya + larınıza
qulaqların	qulaq + ların
vazası	vaza + sı
yarasalar	yarasa + lar
müzakirələrinizdə	müzakirə + lərinizdə
fakültələrdə	fakültə + lərdə
əriklərdə	ərik + lərdə
isimdə	isim + də
delfinlər	delfin + lər
baldızlarınız	baldız + larınız
dinozavrlarına	dinozavr + larına
tozlanır	tozla + nır
baldızımıza	baldız + ımıza
tüstülərə	tüstü + lərə
müzakirələrinizdən	müzakirə + lərinizdən
şamisenlərdən	şamisen + lərdən
onurğamızın	onurğa + mızın
alətdən	alət + dən
bazarlarda	bazar + larda
quşu	quş + u
ol	ol
buzlarda	buz + larda
açır	aç + ır
gəmi	gəmi
silaha	silah + a
önlərdən	ön + lərdən
südlərin	süd + lərin
balalaykaların	balalayka + ların
içdim	iç + dim
paylara	pay + lara
ağacdələnin	ağacdələn + in
dünyalarınız	dünya + larınız
düşmanlarınızdan	düşman + larınızdan
birlik	birlik
namazımızın	namaz + ımızın
kitabxanaları	kitabxana + ları
gönləri	gön + ləri
kəlbətin	kəlbətin
mələklərinin	mələk + lərinin
düşmənimizdə	düşmən + imizdə
qardaşlıqları	qardaşlıq + ları
pomidorlara	pomidor + lara
xloroplasta	xloroplast + a
qazın	qaz + ın
badımcan	badımcan
minbərə	minbər + ə
quşlardan	quş + lardan
müzakirələrimizə	müzakirə + lərimizə
əqrəbimizin	əqrəb + imizin
ətdə	ət + də
yemişinə	yemiş + inə
bayrağa	bayrağ + a
səbəbdən	səbəb + dən
düşmanlarımızdan	düşman + larımızdan
güldük	gül + dük
baltalardan	balta + lardan
bibərlərdən	bibər + lərdən
qoxularımızdan	qoxu + larımızdan
avtomobillərdə	avtomobil + lərdə
beyninizə	bey + ninizə
cücüyə	cücü + yə
əjdəhadan	əjdəha + dan
dinozavrlarınızda	dinozavr + larınızda
yaquara	yaquar + a
motosikletlərdə	motosiklet + lərdə
qulağımız	qulağ + ımız
eşşəkdən	eşşək + dən
hörümçəklərinizdə	hörümçək + lərinizdə
süngülərinizdən	süngü + lərinizdən
kaktusa	kaktus + a
alətimizdə	alət + imizdə
içindi	için + di
canda	can + da
alətiniz	alət + iniz
qoxularımızda	qoxu + larımızda
din	din
fəlsəfəmizin	fəlsəfə + mizin
namazı	namaz + ı
çömçəquyruqlarda	çömçəquyruq + larda
işıqlar	işıq + lar
mitoxondridə	mitoxondri + də
xalqalardan	xalqa + lardan
arxivdən	arxiv + dən
eliriz	el + iriz
ağacdan	ağac + dan
qaranquşlardan	qaranquş + lardan
fəaliyyətlərimdən	fəaliyyət + lərimdən
süngümdə	süngü + mdə
matçların	matç + ların
qalibiyyətdən	qalibiyyət + dən
okeanlara	okean + lara
ereksiyanızda	ereksiya + nızda
mələyinin	mələ + yinin
hörümçəyinin	hörümçə + yinin
düşmənini	düşmən + ini
inəklərdən	inək + lərdən
baldızlarım	baldız + larım
tərcüməsində	tərcümə + sində
pendirlərə	pendir + lərə
kərpicin	kərpic + in
dalğalarımızı	dalğa + larımızı
Fərvərdin	Fərvərdin
ada	ad + a
namazlarımdan	namaz + larımdan
rəhbərinizin	rəhbər + inizin
şaftalılarımdan	şaftalı + larımdan
getmək	get + mək
vazanda	vaza + nda
balıqlara	balıq + lara
jurnalistdən	jurnalist + dən
fəlsəfəmiz	fəlsəfə + miz
məktəbin	məktəb + in
analarının	ana + larının
yuxlur	yux + lur
qaranquşdan	qaranquş + dan
kərgədanda	kərgədan + da
gəldi	gəl + di
kişilərdən	kişi + lərdən
ismin	is + min
sarımsağın	sarımsağ + ın
yağışdan	yağış + dan
dinozavrınızı	dinozavr + ınızı
dillərdən	dil + lərdən
vəxtikən	vəxt + ikən
analarımdan	ana + larımdan
bacınızda	bacı + nızda
düşmanını	düşman + ını
açarlarınız	açar + larınız
verildi	ver + ildi
mənzərəsi	mənzərə + si
alçanda	alça + nda
dağa	dağ + a
buynuzuma	buynuz + uma
sabunu	sabun + u
xəzinəndə	xəzinə + ndə
kitablara	kitab + lara
alçasına	alça + sına
texnologiyada	texnologiya + da
leşyeyəndən	leşyeyən + dən
jasminlərdə	jasmin + lərdə
kompüterlərin	kompüter + lərin
arxivimizi	arxiv + imizi
əriyin	əri + yin
məktəbimizi	məktəb + imizi
rəhbərimizin	rəhbər + imizin
körpüdə	körpü + də
zəfərin	zəfər + in
kraliçalarını	kraliça + larını
ereksiyalarımız	ereksiya + larımız
hörümçəyin	hörümçə + yin
açarımı	açar + ımı
xəzinələrinə	xəzinə + lərinə
alçalardan	alça + lardan
almazlarda	almaz + larda
tələbəni	tələbə + ni
oturursunuz	otur + ursunuz
dilənçi	dilənçi
arxivlərimizə	arxiv + lərimizə
kəlbətinlər	kəlbətin + lər
qanda	qan + da
yemişimizin	yemiş + imizin
gülüşlərimizdə	gülüş + lərimizdə
hörümçəklərimizi	hörümçək + lərimizi
ereksiyalarımın	ereksiya + larımın
onurğada	onurğa + da
xəzinələrimizə	xəzinə + lərimizə
ovçudan	ovçu + dan
sünnətin	sünnət + in
ereksiyalarıma	ereksiya + larıma
fəlsəfələrimizi	fəlsəfə + lərimizi
tələbələrimiz	tələbə + lərimiz
içirlər	iç + irlər
ağaclara	ağac + lara
quyruğun	quyruğ + un
çiyələk	çiyələk
süngülərimə	süngü + lərimə
eşşəklərdə	eşşək + lərdə
kəfgirin	kəfgir + in
qardaşımızdan	qardaş + ımızdan
ördək	ördək
kölgəniz	kölgə + niz
dibçəyə	dibçə + yə
qulaqlarınıza	qulaq + larınıza
mənzərələrinin	mənzərə + lərinin
geodeziyaları	geodeziya + ları
kompüterlərdən	kompüter + lərdən
almazlar	almaz + lar
darçınlara	darçın + lara
getməmış	get + məmış
hörümçəklərimiz	hörümçək + lərimiz
qaloşda	qaloş + da
vazalarım	vaza + larım
tərcümələrinizdə	tərcümə + lərinizdə
təsadüfdən	təsadüf + dən
təkamulları	təkamul + ları
əriyimizi	əri + yimizi
cəsədlər	cəsəd + lər
vazalarımızda	vaza + larımızda
süpürgələrə	süpürgə + lərə
ütüləri	ütü + ləri
tüstülərin	tüstü + lərin
qulaqlarının	qulaq + larının
günəbaxanda	günəbaxan + da
dində	din + də
canlardan	can + lardan
istifadəçidə	istifadəçi + də
şahmatları	şahmat + ları
uşaqlığınızın	uşaqlığ + ınızın
tərcümədən	tərcümə + dən
alətimi	alət + imi
alətə	alət + ə
mehrabın	mehrab + ın
ədəbiyyatı	ədəbiyyat + ı
hörümçəyim	hörümçə + yim
gözlərimdə	göz + lərimdə
bıçağının	bıçağ + ının
ulduzlar	ulduz + lar
vəziyyətlərimizdə	vəziyyət + lərimizdə
dünyalarında	dünya + larında
tərcümələrimizdə	tərcümə + lərimizdə
dibçəklərdən	dibçək + lərdən
dırnağına	dırnağ + ına
səhifədən	səhifə + dən
yoldaşların	yoldaş + ların
qızılgül	qızılgül
armuddan	armud + dan
böyürtkəndən	böyürtkən + dən
texnologiyalara	texnologiya + lara
alçası	alça + sı
dinozavrlarıma	dinozavr + larıma
qarğaya	qarğa + ya
cümələrdən	cümə + lərdən
cümələr	cümə + lər
tələbələrində	tələbə + lərində
məktəblərdə	məktəb + lərdə
qarğanın	qarğa + nın
penislərinizə	penis + lərinizə
düşmanınızı	düşman + ınızı
pilləkənləri	pilləkən + ləri
vəziyyətin	vəziyyət + in
qazandı	qazan + dı
rənglədim	rənglə + dim
düşmənlərinizdə	düşmən + lərinizdə
xalqaları	xalqa + ları
birliyi	birli + yi
ilandan	ilan + dan
kompüterə	kompüter + ə
tarixlərdə	tarix + lərdə
şaftalılarına	şaftalı + larına
zürafədən	zürafə + dən
vazalarının	vaza + larının
şaftalımda	şaftalı + mda
qoxunun	qoxu + nun
tülpandan	tülpan + dan
iydı	i + ydı
dırnaqlarınızdan	dırnaq + larınızdan
qoxunu	qoxu + nu
uşaqlıqlarınızdan	uşaqlıq + larınızdan
sarımsaqlarda	sarımsaq + larda
minbərdə	minbər + də
canavarlardan	canavar + lardan
uşaqlıqlarda	uşaqlıq + larda
qadınlara	qadın + lara
texnologiyaların	texnologiya + ların
fakültədən	fakültə + dən
filmlərə	film + lərə
mədrəsələr	mədrəsə + lər
ərdə	ər + də
daha	daha
dalğalarımda	dalğa + larımda
jasminlərin	jasmin + lərin
verərsən	ver + ərsən
qaranquş	qaranquş
dağları	dağ + ları
mələklərimiz	mələk + lərimiz
anamın	ana + mın
əriyə	əri + yə
dirsəklərin	dirsək + lərin
bayquşlarda	bayquş + larda
köpəklərə	köpək + lərə
həftəni	həftə + ni
sivilizasiya	sivilizasiya
gönlərə	gön + lərə
möcüzələr	möcüzə + lər
şaftalımı	şaftalı + mı
yemişimizdə	yemiş + imizdə
arxivlərinizin	arxiv + lərinizin
köynəyimdən	köynə + yimdən
badamın	badam + ın
şaftalılar	şaftalı + lar
süzgəcdə	süzgəc + də
dəvələrin	dəvə + lərin
mizrablardan	mizrab + lardan
xloroplastlardan	xloroplast + lardan
köpüyün	köpü + yün
qardaşınızın	qardaş + ınızın
kağızlardan	kağız + lardan
fəlsəfələrimiz	fəlsəfə + lərimiz
mitoxondrilərdə	mitoxondri + lərdə
hörümçəyimdən	hörümçə + yimdən
qəlsəmələri	qəlsəmə + ləri
dinozavrımdan	dinozavr + ımdan
