input	target
bıçaqlarıma	bıçaq + larıma
həqiqəti	həqiqət + i
dülgərlərin	dülgər + lərin
qalibiyyətlərdən	qalibiyyət + lərdən
adlar	ad + lar
kəpənəkləri	kəpənək + ləri
qalibiyyətə	qalibiyyət + ə
inəklərə	inək + lərə
tutuşturmuştun	tutuştur + muştun
duyarak	duy + arak
əriyimə	əri + yimə
arxivlərinin	arxiv + lərinin
xalqaları	xalqa + ları
fəlsəfədən	fəlsəfə + dən
zəlzələlərə	zəlzələ + lərə
havlusu	havlu + su
açarı	açar + ı
qoxularım	qoxu + larım
ilginçler	ilginç + ler
kanaması	kana + ması
əjdəhadan	əjdəha + dan
ürelerinizde	üre + lerinizde
koşulmalıydık	koşul + malıydık
pisletmişti	pislet + mişti
dənizlərdən	dəniz + lərdən
ürəkdən	ürək + dən
dünyamızı	dünya + mızı
yemişə	yemiş + ə
sevdiğinden	sev + diğinden
kuklası	kukla + sı
algoritmalarında	algoritma + larında
geriniyorlar	gerin + iyorlar
canavarlar	canavar + lar
abadinin	abadi + nin
koordinatlarından	koordinat + larından
balalaykalardan	balalayka + lardan
şamisenə	şamisen + ə
kitabxanaların	kitabxana + ların
vəftizlərə	vəftiz + lərə
kusmazlarmış	kus + mazlarmış
MSP'li	MSP'li
qardaşımızın	qardaş + ımızın
qaloşu	qaloş + u
işinin	iş + inin
arınacaktın	arın + acaktın
tükürüyoruz	tükür + üyoruz
geyşalardan	geyşa + lardan
tanımlığınızdan	tanımlığ + ınızdan
mənzərənə	mənzərə + nə
milimetresine	milimetre + sine
fəaliyyətinizdə	fəaliyyət + inizdə
tərk	tərk
süzgəci	süzgəc + i
geodeziyalar	geodeziya + lar
tükenmezlermiş	tüken + mezlermiş
Sevda'ya	Sevda + 'ya
şənbə	şənbə
ölmemeliydik	öl + memeliydik
qoxularımdan	qoxu + larımdan
tanışmayacaksınız	tanış + mayacaksınız
düşmanlarınızda	düşman + larınızda
sekiyordum	sek + iyordum
mutsuzmuş	mutsuz + muş
bağbanlar	bağban + lar
dalğamızın	dalğa + mızın
rəhbərlərinin	rəhbər + lərinin
çekindiği	çekin + diği
şaftalılarımızı	şaftalı + larımızı
beyinlərimdə	beyin + lərimdə
istemcilerdim	istemci + lerdim
xəzinələrimi	xəzinə + lərimi
vertolyotdan	vertolyot + dan
kolonumuzu	kolon + umuzu
mevzumuzda	mevzu + muzda
anlaşılamayan	anlaş + ılamayan
bekletmeli	beklet + meli
vişneydi	vişne + ydi
dünyalarına	dünya + larına
şkafda	şkaf + da
pendir	pendir
süspansuarlarında	süspansuar + larında
motosiklet	motosiklet
öykülerimize	öykü + lerimize
izlemeliyim	izle + meliyim
yemişimizə	yemiş + imizə
blogculardır	blogcu + lardır
dürtmemeliydi	dürt + memeliydi
əriyimi	əri + yimi
nəfəsi	nəfəs + i
programlatmazsınız	programlat + mazsınız
xəzinələrinizi	xəzinə + lərinizi
sararmışmışız	sarar + mışmışız
xəzinələr	xəzinə + lər
dilimlerin	dilim + lerin
onurğası	onurğa + sı
əriyimiz	əri + yimiz
oluyor	ol + uyor
sürülmeyecekmişiz	sürül + meyecekmişiz
süpürgələrin	süpürgə + lərin
aştılar	aş + tılar
dillərdən	dil + lərdən
molekülünde	molekül + ünde
qaçqından	qaçqın + dan
dalğanızın	dalğa + nızın
mənzərəm	mənzərə + m
üşüdüydük	üşü + düydük
çıkarırmışız	çıkar + ırmışız
doydun	doy + dun
büktürdü	büktür + dü
dodaqda	dodaq + da
izlemişmişsiniz	izle + mişmişsiniz
düktün	dük + tün
sattırıyorsunuz	sattır + ıyorsunuz
cücüyə	cücü + yə
dadanmamıştı	dadan + mamıştı
tanıyacakmışsınız	tanı + yacakmışsınız
dillərə	dil + lərə
ereksiyandan	ereksiya + ndan
katılaştırmamelisin	katılaştır + mamelisin
gəmilərdən	gəmi + lərdən
dırnağınız	dırnağ + ınız
siçan	siçan
kərpiclərə	kərpic + lərə
bıçağınızın	bıçağ + ınızın
düşmanını	düşman + ını
brilyant	brilyant
alətlərimizdən	alət + lərimizdən
vazandan	vaza + ndan
yırtmamalıymışsın	yırt + mamalıymışsın
hüceyrələrimdə	hüceyrə + lərimdə
güdersiniz	gü + dersiniz
gözlərimdə	göz + lərimdə
saçarmışım	saç + armışım
köməklərini	kömək + lərini
döndürmüyoruz	döndür + müyoruz
şkafları	şkaf + ları
ısırmalılarmış	ısır + malılarmış
yapışmadıydım	yapış + madıydım
mənzərədən	mənzərə + dən
çağanozunuza	çağanoz + unuza
köpəkdə	köpək + də
şaftalınız	şaftalı + nız
filmlərə	film + lərə
bozbaşdan	bozbaş + dan
məktəbimizdə	məktəb + imizdə
ağladınız	ağla + dınız
yarasa	yarasa
delerler	del + erler
aşkınız	aşk + ınız
fetişiniz	fetiş + iniz
qaloşları	qaloş + ları
bürcə	bürc + ə
axışlarda	axış + larda
düşmənləriniz	düşmən + ləriniz
kapaklarmışım	kapak + larmışım
bıçağınız	bıçağ + ınız
okyanustan	okyanus + tan
lokmasında	lokma + sında
dələdə	dələ + də
pianonun	piano + nun
tələbə	tələbə
köynəklərimdən	köynək + lərimdən
muzeydə	muzey + də
soygazdan	soygaz + dan
pandeistlerimizin	pandeist + lerimizin
yönelenler	yönel + enler
ereksiyana	ereksiya + na
şerbetçiden	şerbetçi + den
ərlərdən	ər + lərdən
sümüklərimi	sümük + lərimi
dizeceklermiş	diz + eceklermiş
gülüşlərimizin	gülüş + lərimizin
sismoloji	sismoloji
köynəklərimə	köynək + lərimə
bağcığı	bağcığ + ı
incəsənətlərin	incəsənət + lərin
değiştim	değiş + tim
Zagreplilermişim	Zagrepli + lermişim
fagotlarını	fagot + larını
qəlblərimizin	qəlb + lərimizin
yapmayacaksın	yap + mayacaksın
finansmanını	finansman + ını
anaların	ana + ların
omletlerimizde	omlet + lerimizde
haberleşmelilermiş	haberleş + melilermiş
müezzinlerimizden	müezzin + lerimizden
tekfurun	tekfur + un
çadırlarınızda	çadır + larınızda
mələyimizi	mələ + yimizi
məktəblərini	məktəb + lərini
ereksiyalarımın	ereksiya + larımın
fakirimiz	fakir + imiz
düşərgələr	düşərgə + lər
dağlar	dağ + lar
helvalarınızın	helva + larınızın
otağı	otağ + ı
tutuşturmuyormuşuz	tutuştur + muyormuşuz
siçanı	siçan + ı
kalmak	kalmak
pederdiler	peder + diler
dirilmememiş	dirilme + memiş
böbreğine	böbreğ + ine
gazetende	gazete + nde
osminoqlarda	osminoq + larda
ölçtürttüydük	ölçtürt + tüydük
yazmasına	yaz + masına
bilermişsin	bile + rmişsin
xəzinələrdə	xəzinə + lərdə
fırtınaları	fırtına + ları
kazacaktı	kaz + acaktı
sümüklərimizin	sümük + lərimizin
mənzərələrimə	mənzərə + lərimə
yayaymışlar	yaya + ymışlar
karpuzlarınız	karpuz + larınız
kazalarını	kaza + larını
fəaliyyətimizin	fəaliyyət + imizin
cezalandırmamalıydık	cezalandır + mamalıydık
akbabamıza	akbaba + mıza
bardacıkları	bardacık + ları
taşıyacakmışsın	taşı + yacakmışsın
kölgədən	kölgə + dən
beyninizdə	bey + ninizdə
doğmeliler	doğ + meliler
mələyinin	mələ + yinin
xəzinələrim	xəzinə + lərim
yetiştirdiydiniz	yetiştir + diydiniz
ilanlarda	ilan + larda
yolundu	yolun + du
tərcüməmizi	tərcümə + mizi
şaşı	şaşı
sökmemeliydim	sök + memeliydim
tələbənə	tələbə + nə
pəncərəni	pəncərə + ni
köməklərimi	kömək + lərimi
dayanacaqları	dayanacaq + ları
merdiveniniz	merdiven + iniz
dələlər	dələ + lər
dodaq	dodaq
gitmelerimize	gitme + lerimize
sümükdə	sümük + də
beyninin	bey + ninin
mələyimizi	mələ + yimizi
yemişin	yemiş + in
tərcümənin	tərcümə + nin
lunapark	lunapark
ölçüşürmüşsünüz	ölçüş + ürmüşsünüz
ekşitmemişlerdi	ekşit + memişlerdi
qəlbinə	qəlb + inə
analardan	ana + lardan
tüstünün	tüstü + nün
süründürecekmişsiniz	süründür + ecekmişsiniz
taşağına	taşağ + ına
mənzərələrdə	mənzərə + lərdə
fəaliyyətdə	fəaliyyət + də
yoğuruyormuşum	yoğur + uyormuşum
körpülərdə	körpü + lərdə
rəssamları	rəssam + ları
içermemeliymiş	içer + memeliymiş
dizemimize	dizem + imize
vəziyyət	vəziyyət
kraliçalarınızdan	kraliça + larınızdan
sürtmemeliyiz	sürt + memeliyiz
önemsizliklerinin	önemsizlik + lerinin
iyeliklerinizin	iyelik + lerinizin
korkmeliyim	kork + meliyim
həmişə	həmişə
günlərdə	gün + lərdə
jartiyerlerini	jartiyer + lerini
dünyalarımı	dünya + larımı
səbəbləri	səbəb + ləri
maşından	maşın + dan
acıtmameli	acıt + mameli
zavarınızın	zavar + ınızın
səviyyədən	səviyyə + dən
mələklərin	mələk + lərin
özünüidarəetmələri	özünüidarəetmə + ləri
mənzərənizi	mənzərə + nizi
takkeli	takkeli
hörümçəklərinə	hörümçək + lərinə
leşlerinize	leş + lerinize
yemişlərimizdə	yemiş + lərimizdə
canlandırtmazdım	canlandırt + mazdım
tilişkəyə	tilişkə + yə
içeceksiniz	iç + eceksiniz
nazeninleri	nazenin + leri
süngüdən	süngü + dən
taşaklarımızın	taşak + larımızın
kölgəniz	kölgə + niz
göbəkləri	göbək + ləri
kəfgirlərinizdə	kəfgir + lərinizdə
pişiklər	pişik + lər
tavukları	tavuk + ları
yemişinizdə	yemiş + inizdə
saydırtmazsınız	saydırt + mazsınız
ağladın	ağla + dın
müzakirəmiz	müzakirə + miz
ereksiyaların	ereksiya + ların
cezaevlerinde	cezaev + lerinde
gözəldir	gözəl + dir
bölmediydin	böl + mediydin
qarğaya	qarğa + ya
düşmənlərini	düşmən + lərini
çanında	çan + ında
buzların	buz + ların
çatacaksın	çat + acaksın
dəvəquşunu	dəvəquşu + nu
dudağımıza	dudağ + ımıza
üşümediydin	üşü + mediydin
parçalanmanın	parçalanma + nın
pendirlərdə	pendir + lərdə
zürriyetinizi	zürriyet + inizi
oxuyar	oxu + yar
öpüşdən	öpüş + dən
südləri	süd + ləri
dirsəklərimizdən	dirsək + lərimizdən
yedirmezlerdi	yedir + mezlerdi
onurğalarımda	onurğa + larımda
yaptırmamışmış	yaptır + mamışmış
keçidən	keçi + dən
körfəzləri	körfəz + ləri
pastırmanız	pastırma + nız
uşaqlıqlarımıza	uşaqlıq + larımıza
doldurun	dol + durun
çevirmemeliymiş	çevir + memeliymiş
seveninizin	seven + inizin
cücülərə	cücü + lərə
şaşırtmamışmışsın	şaşırt + mamışmışsın
bozbaşa	bozbaş + a
ehemmiyetlerinizden	ehemmiyet + lerinizden
klavyelerdik	klavye + lerdik
sikmemeliymişiz	sik + memeliymişiz
dinlərə	din + lərə
minarelerimize	minare + lerimize
xoruzdan	xoruz + dan
kabiliyetlerinin	kabiliyet + lerinin
baldızımızın	baldız + ımızın
zoğ	zoğ
kapacaksınız	kap + acaksınız
giyisilerimi	giy + isilerimi
qonşu	qonşu
pirinçlerin	pirinç + lerin
canlandırdım	canlandır + dım
qulaqlardan	qulaq + lardan
pornolar	porno + lar
yavrunuza	yavru + nuza
gözündən	göz + ündən
kraliçaları	kraliça + ları
vitrinlerinizi	vitrin + lerinizi
surələrdə	surə + lərdə
xəritəmizdən	xəritə + mizdən
dinozavrlarının	dinozavr + larının
canlandırtılıyormuşum	canlandırtıl + ıyormuşum
çalışmamışmışım	çalış + mamışmışım
darçınlarda	darçın + larda
kərgədanı	kərgədan + ı
mələklərinizi	mələk + lərinizi
kumaymışız	kuma + ymışız
kolonlarınızdan	kolon + larınızdan
müzakirələrinizə	müzakirə + lərinizə
atlardan	at + lardan
canlandırmamelisin	canlandırma + melisin
gözlər	göz + lər
qələbəyə	qələbə + yə
ütü	ütü
fəaliyyətlərim	fəaliyyət + lərim
fındıklarımızdan	fındık + larımızdan
üşenmişim	üşen + mişim
qəlbləriniz	qəlb + ləriniz
zürafədə	zürafə + də
kamertondan	kamerton + dan
aynasızından	aynasız + ından
fortlamıştın	fortla + mıştın
bulağı	bulağ + ı
Peter	Peter
ereksiyalarımı	ereksiya + larımı
sövmemeliymişiz	söv + memeliymişiz
axşamlarda	axşam + larda
qəlblər	qəlb + lər
damladıydık	damla + dıydık
uşaqlığımın	uşaqlığ + ımın
rəngi	rəng + i
dervişlerimizden	derviş + lerimizden
şaftalında	şaftalı + nda
irdelemediydim	irdele + mediydim
yaratıyoruz	yarat + ıyoruz
baykuşumuzda	baykuş + umuzda
ilanın	ilan + ın
verilmeyiz	veril + meyiz
ətə	ət + ə
doğunda	doğu + nda
parçalanmamışmış	parçalan + mamışmış
yemişimiz	yemiş + imiz
yenilmeliymişim	yenil + meliymişim
səhifələr	səhifə + lər
dodaqda	dodaq + da
devinmeliymişim	devin + meliymişim
kölgəmə	kölgə + mə
çalışmalarında	çalış + malarında
tesisin	tesis + in
monologlarımız	monolog + larımız
çıtımızdan	çıt + ımızdan
dəvəquşu	dəvəquşu
ulamından	ulam + ından
baldızlarıma	baldız + larıma
sosisliden	sosisli + den
öpüşlərdə	öpüş + lərdə
xəritəndə	xəritə + ndə
edemeyeceğinden	ed + emeyeceğinden
çekmecelerimize	çekmece + lerimize
yalvarmamışım	yalvar + mamışım
güldük	gül + dük
qulağınızın	qulağ + ınızın
konseyden	konsey + den
birleştirmezlerdi	birleştir + mezlerdi
buluda	bulud + a
kefallardan	kefal + lardan
alımlar	alım + lar
göbək	göbək
dalğaya	dalğa + ya
arxivlərinizi	arxiv + lərinizi
bamyandan	bamya + ndan
alovdan	alov + dan
dayanacağa	dayanacağ + a
namazım	namaz + ım
süngülərinizdən	süngü + lərinizdən
tanlarınız	tan + larınız
məktəbinizə	məktəb + inizə
pişiklərin	pişik + lərin
kirletiniz	kirlet + iniz
yormamışmışım	yor + mamışmışım
ettirtmemeliydin	ettirt + memeliydin
haftasına	hafta + sına
beyinlərində	beyin + lərində
günə	gün + ə
önümüze	ön + ümüze
dünyalarının	dünya + larının
yağlamam	yağla + mam
fəlsəfələrə	fəlsəfə + lərə
gelişmediniz	geliş + mediniz
tələbələrimizdə	tələbə + lərimizdə
izlemezlermiş	izle + mezlermiş
kölgəniz	kölgə + niz
atıştırırmışsın	atıştır + ırmışsın
konmadan	kon + madan
kuyruğunuzu	kuyruğ + unuzu
sürüldüydünüz	sürül + düydünüz
gelmemiştiniz	gel + memiştiniz
söyleşinizden	söyleşi + nizden
alçalarını	alça + larını
quyruqlardan	quyruq + lardan
aikidolarını	aikido + larını
güçlüğünüz	güçlüğ + ünüz
kafataslarına	kafatas + larına
Kopenhaglılarınıza	Kopenhaglı + larınıza
düşmənlərimiz	düşmən + lərimiz
tütmeyin	tüt + meyin
programlattırmalıydınız	programlattır + malıydınız
döverdi	döv + erdi
düşmənlərimdə	düşmən + lərimdə
sürünmeyecekmişim	sürün + meyecekmişim
şivelerde	şive + lerde
burkmayacakmışız	burk + mayacakmışız
palindromun	palindrom + un
fəlsəfədən	fəlsəfə + dən
kararacakmış	karar + acakmış
bulunmuyordu	bul + unmuyordu
aşiretlerinizden	aşiret + lerinizden
bekleyişlerin	bekle + yişlerin
dizi	diz + i
otururuq	otur + uruq
sümüklərimin	sümük + lərimin
avqustların	avqust + ların
tabakta	tabak + ta
çıkmıyordu	çık + mıyordu
çiçeleriniz	çiçe + leriniz
medyasında	medya + sında
vəziyyətlərim	vəziyyət + lərim
sünnətin	sünnət + in
beyinlərim	beyin + lərim
dizdə	diz + də
yontulmayacakmışım	yontul + mayacakmışım
xoruza	xoruz + a
onurğalarını	onurğa + larını
ilerletmemişmişsin	ilerlet + memişmişsin
ormanımıza	orman + ımıza
jokeylerimizin	jokey + lerimizin
darılmazmışız	darıl + mazmışız
penisilinlerinin	penisilin + lerinin
kağız	kağız
koleksiyonlara	koleksiyon + lara
öpüşləri	öpüş + ləri
pomidorun	pomidor + un
qəlsəmələr	qəlsəmə + lər
büstünüze	büst + ünüze
busəni	busə + ni
coşkuluymuşlar	coşkulu + ymuşlar
köynəklərimə	köynək + lərimə
sözlərin	söz + lərin
banliyöden	banliyö + den
dalğana	dalğa + na
düşərgələr	düşərgə + lər
temperaturda	temperatur + da
sergilerinden	sergi + lerinden
oğraşı	oğraş + ı
müstahdeminizin	müstahdem + inizin
sonbaharların	sonbahar + ların
davet	davet
tərcüməsində	tərcümə + sində
palmiye	palmiye
baygınlıklarının	baygınlık + larının
alçamızın	alça + mızın
hüceyrəmin	hüceyrə + min
məktəblərimizi	məktəb + lərimizi
kəfgirə	kəfgir + ə
kardeşlerdim	kardeş + lerdim
bürclərdən	bürc + lərdən
bazaltlardan	bazalt + lardan
programlattırmalıydım	programlattır + malıydım
kölgəni	kölgə + ni
köynək	köynək
ölümsüzleştirmediydin	ölümsüzleştir + mediydin
hüceyrəmdən	hüceyrə + mdən
bazarları	bazar + ları
pilləkənin	pilləkən + in
bölermişsin	böl + ermişsin
namazlarımızda	namaz + larımızda
delinmiş	del + inmiş
bitkini	bitki + ni
canlardan	can + lardan
stratejistlerin	stratejist + lerin
ümitsizmişsiniz	ümitsiz + mişsiniz
kımızlardan	kımız + lardan
oğraşın	oğraş + ın
siçanda	siçan + da
sünnəti	sünnət + i
koşucuydum	koşucu + ydum
yolundurtmazlar	yolundurt + mazlar
dalğanda	dalğa + nda
fakültənin	fakültə + nin
iyileştirmezlerdi	iyileştir + mezlerdi
yumduk	yum + duk
mələklərdən	mələk + lərdən
heyecanlandırmalıydınız	heyecanlandır + malıydınız
göçmek	göçmek
futbolçunu	futbolçu + nu
kərpicə	kərpic + ə
şaftalılarından	şaftalı + larından
bozmuşmuşuz	boz + muşmuşuz
alçalarımın	alça + larımın
kitabxanaları	kitabxana + ları
silgilerimizin	silgi + lerimizin
əriklərimdə	ərik + lərimdə
düzmüştük	düz + müştük
alətlərinizi	alət + lərinizi
kəlbətinin	kəlbətin + in
çevirmedik	çevir + medik
fakirleştirmediydi	fakirleştir + mediydi
girdaplar	girdap + lar
tamam	tamam
kölgələrimin	kölgə + lərimin
qardaşa	qardaş + a
bülbüllərin	bülbül + lərin
küçülüyor	küçül + üyor
fakirleştirmemiştiniz	fakirleştir + memiştiniz
polisden	polis + den
daldırtmayacaksın	daldırt + mayacaksın
okeanların	okean + ların
ördekten	ördek + ten
geodeziyalar	geodeziya + lar
alçalarınızın	alça + larınızın
tərcümələr	tərcümə + lər
dünyamızda	dünya + mızda
kabalığımızdan	kabalığ + ımızdan
tanıtmazmışsın	tanıt + mazmışsın
bıçağımda	bıçağ + ımda
gülürsünüz	gül + ürsünüz
ayarlattırmamalıydın	ayarlattır + mamalıydın
dirsəyiniz	dirsə + yiniz
işçisiniz	işçi + siniz
süpürmemişmişiz	süpür + memişmişiz
intiharlardan	intihar + lardan
yağıyormuşsun	yağ + ıyormuşsun
aldatmıyordunuz	aldat + mıyordunuz
zürafənin	zürafə + nin
sarhoşluğu	sarhoşluğ + u
ramazanımıza	ramazan + ımıza
xəzinələr	xəzinə + lər
canlandırtmamıştık	canlandırt + mamıştık
qoxuma	qoxu + ma
Burcu	Burcu
penisimizdə	penis + imizdə
xoruzu	xoruz + u
emmeliydin	em + meliydin
fakültənin	fakültə + nin
özleminize	özlem + inize
dünyalarınızı	dünya + larınızı
busələr	busə + lər
qardaşını	qardaş + ını
pişiyi	pişi + yi
atışmıyordun	atış + mıyordun
avtomobildən	avtomobil + dən
dilim	dilim
beklemelisin	bekle + melisin
bacılarıma	bacı + larıma
sevmiyorduk	sev + miyorduk
buynuzlar	buynuz + lar
fırtınanın	fırtına + nın
inanmelisiniz	inan + melisiniz
alətləriniz	alət + ləriniz
qulaqlarımıza	qulaq + larımıza
müqayisələrdə	müqayisə + lərdə
kaderimizde	kader + imizde
armuddan	armud + dan
ereksiyalara	ereksiya + lara
karplar	karp + lar
boyalardan	boya + lardan
qələbədə	qələbə + də
çökeltilerimiz	çökelti + lerimiz
sümüyünə	sümü + yünə
rəhbərinizdən	rəhbər + inizdən
sümükləriniz	sümük + ləriniz
çağanozlardın	çağanoz + lardın
iteledi	itele + di
hurilerin	huri + lerin
jasminin	jasmin + in
dünyalarımızdan	dünya + larımızdan
mənzərələrimiz	mənzərə + lərimiz
delirdin	delir + din
sunulursun	sunul + ursun
dövüşlerinden	dövüş + lerinden
qılınclara	qılınc + lara
futbolçu	futbolçu
keşfettiğini	keşfet + tiğini
güzelleştirmemiş	güzelleştir + memiş
açarın	açar + ın
oturduq	otur + duq
baldızdan	baldız + dan
beldemiz	belde + miz
pozisyonlarımızın	pozisyon + larımızın
böyrəkdən	böyrək + dən
tutmuştun	tut + muştun
ağlayır	ağla + yır
cib	cib
qəlblərimi	qəlb + lərimi
təzyiqlərdən	təzyiq + lərdən
süngüsündə	süngü + sündə
tələbəsinin	tələbə + sinin
sünnətlər	sünnət + lər
bıçaq	bıçaq
çalışdı	çalış + dı
keçini	keçi + ni
izolasyonları	izolasyon + ları
kaçağınızdan	kaçağ + ınızdan
yerleşmelerim	yerleş + melerim
buharlaşırmışsın	buharlaş + ırmışsın
desenlerimizin	desen + lerimizin
tanımışlarmış	tanı + mışlarmış
qəlbimizdən	qəlb + imizdən
əriklərində	ərik + lərində
bozbaşları	bozbaş + ları
yıkamıştım	yıka + mıştım
mesuliyetinizde	mesuliyet + inizde
otururmuşsun	otur + urmuşsun
konduyduk	kon + duyduk
dülgərdə	dülgər + də
dirilmeyeceklermiş	diril + meyeceklermiş
virgüllerini	virgül + lerini
büktürtülmemiştim	büktürtül + memiştim
üyede	üye + de
kasmıyormuşsunuz	kas + mıyormuşsunuz
bağırsaq	bağırsaq
serverlermişsin	server + lermişsin
evlenmiştim	evlen + miştim
bitmeliyim	bit + meliyim
kurutmayız	kurut + mayız
düşünmenin	düşün + menin
hüceyrələriniz	hüceyrə + ləriniz
təbiət	təbiət
oturdun	otur + dun
sonda	son + da
öğretiyorlardı	öğret + iyorlardı
qızılgüldən	qızılgül + dən
takvimimizde	takvim + imizde
zəfəran	zəfəran
hörümçəyimizdə	hörümçə + yimizdə
canavarlarda	canavar + larda
eceye	ece + ye
treninde	tren + inde
fakültənin	fakültə + nin
nükleotitlerde	nükleotit + lerde
uşaqlıqlarından	uşaqlıq + larından
qarışqalar	qarışqa + lar
doğurmuyorum	doğur + muyorum
cikletini	ciklet + ini
bulamıyordu	bula + mıyordu
kitabxanalara	kitabxana + lara
ipin	ip + in
karışımlar	karışım + lar
gelişmezsin	geliş + mezsin
kovdurtmamalıydık	kovdurt + mamalıydık
acıktırtmalıydın	acıktırt + malıydın
konumu	konum + u
şaşırtırmışız	şaşırt + ırmışız
hazcılıklarınızda	hazcılık + larınızda
yumuşakçalarım	yumuşakça + larım
kilerlerde	kiler + lerde
peyğəmbərə	peyğəmbər + ə
köynəklərinizdən	köynək + lərinizdən
embriyosunda	embriyo + sunda
cacıklara	cacık + lara
yendirtmediniz	yendirt + mediniz
okumuyorlar	oku + muyorlar
günlərdən	gün + lərdən
bitirtmiştim	bitirt + miştim
qələbənin	qələbə + nin
kurullarının	kurul + larının
kəlbətinlərdən	kəlbətin + lərdən
adalardan	ada + lardan
canlandırmana	canlandırma + na
kilsədə	kilsə + də
lüğətin	lüğət + in
midyenizi	midye + nizi
onurğanız	onurğa + nız
tərkidə	tərk + idə
geçmiyordu	geç + miyordu
tekliflerinin	teklif + lerinin
üstverisinden	üstveri + sinden
hüceyrəndən	hüceyrə + ndən
tanışmamalılardı	tanış + mamalılardı
fəlsəfələrini	fəlsəfə + lərini
yağışımızı	yağış + ımızı
Lefkoşalınızın	Lefkoşalı + nızın
rakıcının	rakıcı + nın
müzakirələrinizdən	müzakirə + lərinizdən
qaloşda	qaloş + da
canlanmamışız	canlanma + mışız
paylaşırdı	paylaş + ırdı
komutasında	komuta + sında
şişecekmiş	şiş + ecekmiş
prototiplemeniz	prototipleme + niz
puanını	puan + ını
maşınların	maşın + ların
müstahdemlerdim	müstahdem + lerdim
bizinən	biz + inən
rəhbərimin	rəhbər + imin
yazılmak	yaz + ılmak
uğratmayacakmışsın	uğrat + mayacakmışsın
başarmayacaktın	başar + mayacaktın
gölgelerinizi	gölge + lerinizi
çiplere	çip + lere
ederlerdi	ed + erlerdi
kaleden	kale + den
ereksiyan	ereksiya + n
düşmanlarına	düşman + larına
sökecektiniz	sök + ecektiniz
bəbəkdən	bəbək + dən
gəmilərdə	gəmi + lərdə
cepheymiş	cephe + ymiş
gecədə	gecə + də
verdirtecekmişiz	verdirt + ecekmişiz
atları	at + ları
cücülərdə	cücü + lərdə
hörümçəyimdən	hörümçə + yimdən
ulduzlardan	ulduz + lardan
gündə	gün + də
avtomobillərdən	avtomobil + lərdən
dırnaqlarımızdan	dırnaq + larımızdan
verniklerimizde	vernik + lerimizde
bulaqdan	bulaq + dan
ekşimiştiniz	ekşi + miştiniz
sümüklərimdən	sümük + lərimdən
çəyirtkələrdən	çəyirtkə + lərdən
ittirtiniz	ittirt + iniz
tayfayı	tayfa + yı
anasın	ana + sın
komikleşmemeliymiş	komikleş + memeliymiş
səbəbə	səbəb + ə
xəritədən	xəritə + dən
düşmanınızda	düşman + ınızda
hüceyrələrinə	hüceyrə + lərinə
referansımızdan	referans + ımızdan
kölgələrimizdən	kölgə + lərimizdən
öçler	öç + ler
gecənin	gecə + nin
arkadaşlığınızda	arkadaşlığ + ınızda
yəhudiyə	yəhudi + yə
rimeline	rimel + ine
sunuyorsun	sun + uyorsun
tezenelerde	tezene + lerde
yaxçı	yaxçı
Brown	Brown
kraliçalarımı	kraliça + larımı
sürülmezlerdi	sürül + mezlerdi
kuzgunlar	kuzgun + lar
sümüklərimiz	sümük + lərimiz
dinozavrlarına	dinozavr + larına
yeterliklerdik	yeterlik + lerdik
huriye	huri + ye
şamiseniniz	şamisen + iniz
silahların	silah + ların
sonların	son + ların
yararlanacakların	yararlan + acakların
kərtənkələlərin	kərtənkələ + lərin
düşmanımın	düşman + ımın
hörümçəyi	hörümçə + yi
içdi	iç + di
palikarya	palikarya
Fethi	Fethi
tavanı	tavan + ı
ağbisi	ağbi + si
fakültələri	fakültə + ləri
onurğalarını	onurğa + larını
imreniriz	imren + iriz
ramazanlarınızdan	ramazan + larınızdan
arxivlərim	arxiv + lərim
dağıtımı	dağıtım + ı
namazlarınızı	namaz + larınızı
gerzeğe	gerzeğ + e
tısbağada	tısbağa + da
mənzərələrindən	mənzərə + lərindən
bulunmadıydım	bulun + madıydım
zihinsel	zihinsel
sinirlendirmişmişiz	sinirlendir + mişmişiz
sabunların	sabun + ların
Ekspres	Ekspres
pişiyin	pişi + yin
olayından	olay + ından
keçilərdən	keçi + lərdən
ərik	ərik
açarının	açar + ının
korumuz	kor + umuz
satrançlara	satranç + lara
süründürtmemişmişiz	süründürt + memişmişiz
çekmecesinin	çekmece + sinin
buludu	bulud + u
Ruslar	Rus + lar
vampirlersin	vampir + lersin
tərcüməsi	tərcümə + si
göçlerinin	göç + lerinin
hücrelermişim	hücre + lermişim
xəritələrimə	xəritə + lərimə
bulmuşlardı	bul + muşlardı
savaşçılarınız	savaşçı + larınız
hörümçəklərimdə	hörümçək + lərimdə
tonlamalar	tonla + malar
atmıyorlar	atm + ıyorlar
rəngləyəcəyik	rənglə + yəcəyik
əqrəblərini	əqrəb + lərini
fəaliyyətlərimizin	fəaliyyət + lərimizin
ibnenin	ibne + nin
dalğıclardan	dalğıc + lardan
kölgəsində	kölgə + sində
səhifə	səhifə
alətim	alət + im
baltada	balta + da
payların	pay + ların
örtünde	örtü + nde
xəzinəmi	xəzinə + mi
bəbəklərdə	bəbək + lərdə
qatarı	qatar + ı
vəftizi	vəftiz + i
fırtınalar	fırtına + lar
düşərgələrin	düşərgə + lərin
haşefeniz	haşefe + niz
bülbülün	bülbül + ün
