input	target
järjestäjäverkko	järjestäjä + verkko
tekevien	te + kevien
kehollisesti	kehollisesti
osakilpailua	osa + kilpailua
toivovat	toivo + vat
Pohjois-Amerikasta	Pohjois-Amerik + asta
periaatteena	periaat + teena
monimutkainen	monimutkainen
esittämä	esittä + mä
et	et
kauan	kauan
suunnittelemiseen	suunnittelemi + seen
johdollaan	joh + dollaan
loppututkinnon	loppu + tutkinnon
ihmisoikeusjulistuksen	ihmis + oikeusjulistuksen
aloista	al + oista
1941	1941
vertaisverkkotekniikan	vertais + verkkotekniikan
SDP:ltä	SDP + :ltä
jalkapatikassa	jalka + patikassa
endurokuljettaja	enduro + kuljettaja
kylpylät	kylpylä + t
vanhoille	vanh + oille
hunajaisten	hunajai + sten
myötä	myötä
tarkoituksesta	tarkoitu + ksesta
oikeutettu	oikeut + ettu
karhuamassa	karhu + amassa
vaatimustensa	vaatimus + tensa
raporteilla	raport + eilla
tapansa	tapa + nsa
suurlähettiläiden	suur + lähettiläiden
vihjaissut	vihjais + sut
Tšekin	Tšek + in
fxe5	fxe5
laiton	laiton
paikaltaan	paik + altaan
vahvempaan	vahv + empaan
historiallisessa	historialli + sessa
hyödyllinen	hyödyllinen
juhlahetken	juhla + hetken
646	646
varaan	varaan
suunnitelma-	suunnitelma + -
kasvatustieteen	kasvatus + tieteen
syöpä-	syöpä + -
kuusivanhuksen	kuusi + vanhuksen
haastateltujen	haastatel + tujen
4.28	4.28
pimeään	pimeä + än
ahventa	ahven + ta
valtiota	valtio + ta
sankoihin	sanko + ihin
VII	VII
jäsenvaltiot	jäsen + valtiot
viittaa	viitta + a
muutenkaan	muuten + kaan
rumasti	rumasti
leivos	leivos
Lennon	Lennon
kohteekseen	koh + teekseen
raportti	raportti
Ljubljana	Ljubljana
keittiöstä	keittiö + stä
tehnytkin	teh + nytkin
päätökseksi	päätö + kseksi
ammattimme	ammatti + mme
herkkuhan	herkku + han
jatkettu	jatk + ettu
määrittelemisessä	määrittelemi + sessä
Presley	Presley
varattuja	vara + ttuja
arka	arka
sadot	sa + dot
Blooper	Blooper
öljykenttä	öljy + kenttä
islamisteja	islamist + eja
enemmistöjohtajana	enemmistö + johtajana
näkymistä	näkym + istä
liittyi	liitty + i
rannikolla	rannik + olla
hapertuneet	hapertu + neet
tasakatoista	tasa + katoista
kiittänyt	kiittä + nyt
Galli	Galli
ihmisistä	ihmi + sistä
kyse	kyse
perustuslakituomioistuimessa	perustus + lakituomioistuimessa
halpa	halpa
ite	it + e
tulevaisuudennäkymistä	tulevaisuuden + näkymistä
poistettiin	poist + ettiin
jälkeiseen	jälkei + seen
tyynnyteltävää	tyynnytel + tävää
lähikauppa	lähi + kauppa
Wimbledon	Wimbledon
iki-ihanat	iki + -ihanat
menestyviä	menesty + viä
itävaltalainen	itävaltalainen
toiminnallaan	toimin + nallaan
M/S	M/S
vaikerrus	vaikerrus
solmittu	solmi + ttu
analyytikko-ennusteet	analyytikko + -ennusteet
selvittelyä	selvittely + ä
rajattomaksi	rajat + tomaksi
tarkastelun	tarkastelu + n
ilmatilanloukkauksista	ilma + tilanloukkauksista
poisvietäväksi	pois + vietäväksi
aiotaan	ai + otaan
tietojenantovaatimuksista	tieto + jenantovaatimuksista
kulutusluotoista	kulutus + luotoista
lentokuljetusten	lento + kuljetusten
maalaiskunnassa	maalais + kunnassa
Hoskins	Hoskins
KalPan	KalPa + n
integraation	integraatio + n
nautakanta	nauta + kanta
koherenttia	koherentti + a
riisti	riist + i
täyttäneensä	täyttä + neensä
LV37	LV37
senki	se + nki
kertoakseen	kertoa + kseen
pahimmassa	pah + immassa
Pallaksella	Palla + ksella
Winter	Winter
maalipinnan	maali + pinnan
Kopparbergiä	Kopparberg + iä
Saalas	Saalas
eläinlääkärien	eläin + lääkärien
syöttämistä	syöttämi + stä
T1ps-sijoitusyhtiön	T1ps + -sijoitusyhtiön
kolmeksi	kolme + ksi
versioksi	versio + ksi
erillisaitauksiin	erillis + aitauksiin
hevosta	hevo + sta
pakoillen	pakoill + en
erääntyviä	eräänty + viä
kuuluisuuksia	kuuluisuu + ksia
nähtyjä	näh + tyjä
sähköpostit	sähkö + postit
näkyivät	näky + ivät
Eurooppa-aatteen	Eurooppa + -aatteen
suhteisiin	suh + teisiin
vaihdemiehenä	vaihde + miehenä
rypsirehua	rypsi + rehua
Kairosta	Kairo + sta
joilla	jo + illa
Pirren	Pirre + n
sormin	sormi + n
jäsenvaltioissa	jäsen + valtioissa
riveissä	riv + eissä
puitteet	puit + teet
edullisen	edulli + sen
tunnistamista	tunnistami + sta
energialähteeseen	energia + lähteeseen
ammuskelijaksi	ammuskelija + ksi
aarretta	aarre + tta
159	159
myöhästynyt	myöhästy + nyt
Sumialan	Sumiala + n
eläviä	elä + viä
suunnan	suun + nan
1.1.2010	1.1.2010
jo	jo
ksylitolin	ksylitoli + n
vuokra-asumiseen	vuokra + -asumiseen
jääkaappini	jää + kaappini
asetukseksi	asetu + kseksi
soveltamisalasta	soveltamis + alasta
aateliston	aatelisto + n
1906	1906
Dactylis	Dactylis
ammattikorkeakoulututkinnoista	ammatti + korkeakoulututkinnoista
Portugalille	Portugali + lle
kolme	kolme
kilisevät	kilis + evät
huomattiin	huoma + ttiin
keskeytettiin	keskeyt + ettiin
Wolters	Wolters
juoksusta	juoksu + sta
tupakka-askin	tupakka + -askin
Bullardia	Bullard + ia
ruoskittu	ruoski + ttu
menemme	men + emme
Wei	Wei
raiskauksen	raiskau + ksen
Katan	Kata + n
pohjanoteeraus	pohja + noteeraus
laitamilla	laitam + illa
pystyt	pysty + t
2008–2009	2008–2009
valuuttakohtaisesti	valuutta + kohtaisesti
perukoille	peruk + oille
kulkukelvottomiksi	kulku + kelvottomiksi
vastajulkaistulla	vasta + julkaistulla
talousalueena	talous + alueena
järkeenkäypää	järkeenkäypä + ä
viittasi	viit + tasi
Vuokselan	Vuoksela + n
Amsterdamin	Amsterdam + in
fyysikkotutkijamme	fyysikko + tutkijamme
peruspilareihin	perus + pilareihin
naudanlihan	naudan + lihan
joista	jo + ista
vähimmäisvarannoista	vähimmäis + varannoista
pohtia	pohtia
rankaisematon	rankaisematon
veden	ve + den
panin	pan + in
kaksiovinen	kaksiovinen
kumartaa	kumartaa
VTT	VTT
haittavaikutuksia	haitta + vaikutuksia
Sakkolan	Sakkola + n
etusijalla	etu + sijalla
teriä	ter + iä
eräässä	erä + ässä
asumaan	asu + maan
valikoiva	valikoiva
muutoin	muutoin
Aulis	Aulis
täydentävät	täydentä + vät
tavarasatamalasti	tavara + satamalasti
uskalletaan	uskal + letaan
tutkintapyynnöt	tutkinta + pyynnöt
kansallisista	kansalli + sista
kylmästäkomerosta	kylmä + stäkomerosta
sikäläiset	sikäläi + set
numerossa	numero + ssa
perusihmisoikeudet	perus + ihmisoikeudet
ylläpitämisen	yllä + pitämisen
talonpoikainen	talon + poikainen
Saban	Saba + n
jokaisessa	jokai + sessa
suunnittelu	suunnittelu
taksijonossa	taksi + jonossa
harvasti	harvasti
pidentämistä	pidentämi + stä
17-vuotiaana	17 + -vuotiaana
japanilaisilla	japanilai + silla
toimistotilaa	toimisto + tilaa
marjoista	marj + oista
Arothron	Arothron
*virn*	*virn*
Valko-Venäjä	Valko-Venäjä
juhlahunnun	juhla + hunnun
asialla	asia + lla
pitkiin	pitk + iin
Viikkiin	Viikki + in
Kuningasklubilla	Kuningasklubi + lla
orjuuden	orjuu + den
hyväksyneen	hyväksy + neen
yhteydet	yhtey + det
joustavuuden	joustavuu + den
Suokkaan	Suok + kaan
rehun	rehu + n
pelaavat	pela + avat
puutarhatonttu-poseerausta	puu + tarhatonttu-poseerausta
naiseudesta	naiseu + desta
sekoittaen	sekoitta + en
vihasi	viha + si
kyynelkin	kyynel + kin
Wingdom-yhtyeestä	Wingdom + -yhtyeestä
650	650
ojennettiin	ojen + nettiin
edistetään	edist + etään
fyysikkopojillamme	fyysikko + pojillamme
vakavana	vakava + na
tuloaan	tulo + aan
tyhjäkäyntiin	tyhjä + käyntiin
AMK-tutkinto	AMK + -tutkinto
Aamu-Tv:ssä	Aamu-Tv + :ssä
kutitti	kutitt + i
kansainvälisissä	kansain + välisissä
otakin	ot + akin
vertikaalisten	vertikaali + sten
Kauppia	Kauppi + a
93	93
koroke	koroke
piste-ennätyksensä	piste + -ennätyksensä
päivänä	päivä + nä
Irania	Iran + ia
luolamies	luola + mies
liikkumattomana	liikkumat + tomana
ecuadorilais-yhdysvaltalainen	ecuadorilais + -yhdysvaltalainen
oven	ov + en
könkään	kön + kään
talvisodan	talviso + dan
äitinsäkään	äiti + nsäkään
toimittanut	toimitta + nut
jalkapallovalmentaja	jalka + pallovalmentaja
purettua	pur + ettua
kynnyksellä	kynny + ksellä
paikalleen	paikalleen
kirjoituksia	kirjoitu + ksia
elintarvikkeita	elin + tarvikkeita
Bauskan	Bauska + n
lempimusiikkianne	lempi + musiikkianne
presidentillisen	presidentilli + sen
keskustelunaiheeksi	keskustelun + aiheeksi
maatalouspolitiikan	maa + talouspolitiikan
EU-maan	EU + -maan
kansalaistemme	kansalai + stemme
vierestäsi	vierestä + si
nukkuneeni	nukku + neeni
raivoihinsa	raivo + ihinsa
tietokantaohjelmisto	tieto + kantaohjelmisto
vääryydellä	vääryy + dellä
istuva	istu + va
matikanluokan	matik + anluokan
tiheitä	tihe + itä
alkuaikoina	alku + aikoina
todistuksia	todistu + ksia
kuvaaja	kuvaaja
ylläpitää	ylläpitää
kiristymiseen	kiristymi + seen
voidakaan	voida + kaan
hakkeroinnin	hakkeroin + nin
hoitavan	hoita + van
osavaltioissa	osa + valtioissa
korkeimmalla	korke + immalla
brittiläinen	brittiläinen
harkinnut	harki + nnut
toimintasuunnitelmaa	toiminta + suunnitelmaa
kirkasta	kirkas + ta
rokkitähtiä	rokki + tähtiä
olevasta	ol + evasta
aikaansaaja	aikaan + saaja
tunnelmaan	tunnelma + an
postauksessa	postau + ksessa
oletetun	olet + etun
Strasbourg	Strasbourg
kokoomuksen	kokoomu + ksen
kansalliset	kansalli + set
suojelevat	suojel + evat
Suomen	Suom + en
älypuhelinta	äly + puhelinta
Fest	Fest
kuvat	kuva + t
mahansa	maha + nsa
dance-vaikutteilla	dance + -vaikutteilla
pelaajien	pelaaj + ien
522	522
niukkuuden	niukkuu + den
sulloontui	sulloontu + i
ekonomistit	ekonomisti + t
lampi	lampi
kesäteatterista	kesä + teatterista
tarinansa	tarina + nsa
voittaja	voittaja
päälleni	päälle + ni
Törnuddin	Törnudd + in
taloyhtiöt	talo + yhtiöt
todistustenlaatimismenetelmien	todistus + tenlaatimismenetelmien
Aarne	Aarne
ohjeissa	ohje + issa
990	990
mieshän	mies + hän
oluttamme	olut + tamme
lonnivan	lonni + van
sisäasioihin	sisä + asioihin
hipoessani	hipo + essani
Bucin	Buc + in
Lontooseen	Lontoo + seen
Åfelt	Åfelt
raportissa	raport + issa
SodaStreamin	SodaStream + in
olkapäälleni	olka + päälleni
sähköpostiinsa	sähkö + postiinsa
käsitetään	käsit + etään
suuntaviivojen	suunta + viivojen
käännöksestä	käännö + ksestä
etuyhteys	etu + yhteys
pengerretty	penger + retty
metsälammen	metsä + lammen
653	653
pelaaminen	pelaaminen
nauttiminen	nauttiminen
moraalisen	moraali + sen
suunnittelutyöhön	suunnittelu + työhön
Kainuussa	Kainuu + ssa
sananvapaus	sanan + vapaus
erillislaskutuksen	erillis + laskutuksen
kokolehtiuute	koko + lehtiuute
erityisdirektiivejä	erityis + direktiivejä
peruutettu	peruut + ettu
riittämätön	riittämätön
ystävistäni	ystäv + istäni
sodissa	so + dissa
paikkakunnan	paikka + kunnan
valvontaan	valvonta + an
kielistudioissa	kieli + studioissa
populaatiot	populaatio + t
helmikuusta	helmikuu + sta
III	III
käyttöliittymän	käyttö + liittymän
monivuotisiin	moni + vuotisiin
seitsemäs	seitsemäs
joukkoraiskasi	joukko + raiskasi
uusjako	uusjako
pätevämmän	pätevä + mmän
Vappu	Vappu
lastuamisessa	lastuami + sessa
Nerehtan	Nerehta + n
monta	mon + ta
kiptšakkilais-oguusilaiseksi	kiptšakkilais + -oguusilaiseksi
lakata	lakata
kiittelee	kiit + telee
varantopohjan	varanto + pohjan
ohjelmistoja	ohjelmisto + ja
tutkimustuloksemme	tutkimus + tuloksemme
muistan	muista + n
zarathustralaisuuden	zara + thustralaisuuden
pimeälle	pimeä + lle
pakkasta	pakka + sta
kolmessa	kolme + ssa
harvinaistumassa	harvinaistu + massa
runsaasti	runsaasti
sure	sur + e
Digitille	Digit + ille
kuihtuu	kuihtu + u
tavarakuljetusten	tavara + kuljetusten
jokaiselle	jokai + selle
kaupunkeja	kaupunk + eja
näytille	näytille
viikonlopuksi	viikon + lopuksi
putoaminen	putoaminen
vallattiin	valla + ttiin
organisaatioille	organisaatio + ille
yhtyetoverinsa	yhtye + toverinsa
pastori	pastori
voivat	voi + vat
Obamalle	Obama + lle
A1-valtatien	A1 + -valtatien
oppilaana	oppila + ana
heijastukset	heijastu + kset
kaksikielisillä	kaksikieli + sillä
koordinaattorit	koordinaattori + t
kausina	kausi + na
cd-levy	cd + -levy
kantasolututkimukseen	kanta + solututkimukseen
märkänä	märkä + nä
näyttöni	näyttö + ni
Haideria	Haider + ia
urheilukilpailuiden	urheilu + kilpailuiden
harmaaksi	harmaa + ksi
sopeutuivatko	sopeutu + ivatko
yökylään	yö + kylään
oltais	ol + tais
kotimatkalla	koti + matkalla
Seppä	Seppä
turkkilainen	turkkilainen
asukkaan	asuk + kaan
kuukausittain	kuu + kausittain
taidetta	taide + tta
Rangersiin	Rangers + iin
viljellä	viljellä
varmistunut	varmistu + nut
mietinnöissä	mietin + nöissä
Carnegiein	Carnegie + in
luotsauksessa	luotsau + ksessa
häntäpäässä	häntä + päässä
merenalaiseen	meren + alaiseen
hymähti	hymäht + i
enimmäismassaa	enimmäis + massaa
viskasi	viska + si
turvapaikanhakijoiden	turva + paikanhakijoiden
Renvald	Renvald
siemenillä	siemen + illä
yhteismassaa	yhteis + massaa
tähtipelaajan	tähti + pelaajan
sohvallani	sohva + llani
Heleniuksen	Heleniu + ksen
noudatettavat	noudat + ettavat
lauseesta	lause + esta
Justin	Justin
sanottuja	sanottu + ja
naimaton	naimaton
monia	moni + a
naseviin	nasev + iin
Eveliina	Eveliina
hyväksymiselle	hyväksymi + selle
roskaa	roska + a
henkilöautoa	henkilö + autoa
lämpimänä	läm + pimänä
lautapelejä	lauta + pelejä
varojensa	var + ojensa
Zagat	Zagat
päätetty	päät + etty
turhista	turh + ista
miehellä	mie + hellä
virkatehtävissä	virka + tehtävissä
toimittava	toimi + ttava
luvussa	lu + vussa
kahdenvälisten	kahdenväli + sten
namusetä-JLon	namusetä + -JLon
välityksen	välity + ksen
toisilla	toi + silla
Gut	Gut
hirveesti	hirve + esti
kyselylomakkeisiin	kysely + lomakkeisiin
Paimio	Paimio
määrityksen	määrity + ksen
sekoittelemaan	sekoit + telemaan
palaa	pala + a
konsultoitava	konsultoi + tava
kolmee	kolme + e
muotoilu	muotoilu
katolle	kat + olle
50,9	50,9
kyvystä	ky + vystä
mieli	mieli
Lemmenjoen	Lemmenjo + en
pisteestä	piste + estä
Theronin	Theron + in
tuovan	tuo + van
framtid	framtid
ihon	iho + n
kääryleitä	kääryle + itä
orgasmi	orgasmi
läntisen	länti + sen
Aasia	Aasia
Sund	Sund
mukillista	mukilli + sta
veran	vera + n
D11	D11
hankkimaan	hankki + maan
tarkkailijoina	tarkkailij + oina
järjestyi	järjesty + i
UND	UND
huomautuksensa	huomautu + ksensa
helpompaa	help + ompaa
vasat	vasa + t
voivan	voi + van
hinnoissaan	hin + noissaan
kirjoittamisesta	kirjoittami + sesta
Bolder	Bolder
nykyisessä	nykyi + sessä
löytymisestä	löytymi + sestä
mestaritasolla	mestari + tasolla
tiheäksi	tiheä + ksi
asuva	asu + va
painoin	pain + oin
kuutioina	kuutio + ina
ilmapistoolissa	ilma + pistoolissa
helppoon	helppo + on
epäammatilliseksi	epä + ammatilliseksi
bulla	bulla
1920-luvun	1920 + -luvun
edessään	edessä + än
vakuutettava	vakuut + ettava
varmistamista	varmistami + sta
maorit	maori + t
hymyilemässä	hymyil + emässä
lahjoituksen	lahjoitu + ksen
lavastetaan	lavast + etaan
epäluottamuslauseen	epä + luottamuslauseen
levynsä	levy + nsä
Brad	Brad
Ratinanpuisto	Ratinanpuisto
sunnuntaisessa	sunnuntai + sessa
RoRo-satama	RoRo + -satama
ulottuvia	ulottu + via
lähtöä	lähtö + ä
maita	ma + ita
rumat	ruma + t
jätekuljetuksilla	jäte + kuljetuksilla
rajumyrskyssä	raju + myrskyssä
Pyro	Pyro
syvimmän	syv + immän
perustamiseksi	perustami + seksi
keskiaikaharrastajat	keski + aikaharrastajat
ympäristönsuojeluvirastoon	ympäristön + suojeluvirastoon
toimivaltuuksia	toimi + valtuuksia
peltotiellä	pelto + tiellä
sitoi	sito + i
vuosijuhlan	vuosi + juhlan
320.	320.
ilmenee	ilme + nee
eritelmät	eritelmä + t
johtuvat	johtu + vat
tohtinut	tohti + nut
islamilainen	islamilainen
paksujen	paksu + jen
rekkakuskin	rekka + kuskin
kaivattua	kaiva + ttua
täysikasvuisia	täysi + kasvuisia
korsetteja	korsett + eja
päästämä	päästä + mä
takalistoon	takalisto + on
vapaiden	vapa + iden
kauppatavaran	kauppa + tavaran
HIFK:n	HIFK + :n
omaansa	oma + ansa
nykyisellä	nykyi + sellä
tukemme	tuk + emme
siivoaa	siivo + aa
kylläkin	kylläkin
luottokorttien	luotto + korttien
trilleri	trilleri
Suvi-Anne	Suvi + -Anne
planeetta	planeetta
Arduino	Arduino
nauraa	nauraa
pääskysein	pääsky + sein
meneväni	men + eväni
unohtui	unohtu + i
ulotamme	ulot + amme
muinaisen	muinai + sen
muodollista	muodolli + sta
vapaalle	vapaa + lle
nosto-oikeudella	nosto + -oikeudella
tiheämmin	tiheä + mmin
rangaistuspotkukilpailun	rangaistus + potkukilpailun
perheet	perhe + et
ohjattuun	ohja + ttuun
ohjautui	ohjautu + i
pelannut	pela + nnut
mahtaisimmeko	mahta + isimmeko
elokuvissa	elo + kuvissa
Roswallin	Roswall + in
datan	data + n
kevätsiivous	kevät + siivous
käpertyy	käperty + y
valmistuksessa	valmistu + ksessa
virtatietoja	virta + tietoja
Suomenlahden	Suomenlah + den
23.3.−26.3	23.3.−26.3
esitystilaa	esitys + tilaa
kapinalliset	kapinalli + set
luovutettanee	luovut + ettanee
Hunks	Hunks
kerrostalot	kerros + talot
kermavaahto	kerma + vaahto
Katkolla-niminen	Katkolla + -niminen
väitteensä	väit + teensä
pesään	pesä + än
tietokone	tieto + kone
nuuskan	nuuska + n
keskisuuret	keski + suuret
johdot	joh + dot
saunahedelmä	sauna + hedelmä
seitsemänvuotiaana	seitsemän + vuotiaana
sortui	sortu + i
lämpimästi	lämpimästi
tarjoamisen	tarjoami + sen
suorittaneesta	suoritta + neesta
arviointikertomuksessa	arviointi + kertomuksessa
elintarviketutkimuksen	elin + tarviketutkimuksen
virkamiesjohdolle	virka + miesjohdolle
päiväsakkoa	päivä + sakkoa
prioriteettina	prioriteetti + na
poistettua	poist + ettua
laskettava	laske + ttava
tekstiviestipalvelun	teksti + viestipalvelun
maksullisessa	maksulli + sessa
Burton	Burton
Eetvartin	Eetvart + in
ajattelemaan	ajat + telemaan
perustana	perusta + na
roolit	rooli + t
kansanrunoutta	kansan + runoutta
asiat	asia + t
lentoemännät	lento + emännät
huomattavana	huomattava + na
verkkosivustolta	verkko + sivustolta
alkaen	alkaen
tiedustella	tiedustella
Damaskolaisen	Damaskolai + sen
tanga-naisia	tanga + -naisia
tärkeän	tärkeä + n
intramuskulaarisena	intra + muskulaarisena
miekka	miekka
rekisterinumeroa	rekisteri + numeroa
matkakohteita	matka + kohteita
millaisilla	millai + silla
ilmaisua	ilmaisu + a
ahteria	ahteri + a
viittoihin	viit + toihin
energiatasomme	energia + tasomme
laaja-alaisuutta	laaja + -alaisuutta
ihmisläheisestä	ihmis + läheisestä
asemaansa	asema + ansa
hoidetuiksi	hoi + detuiksi
kaupunkiväestön	kaupunki + väestön
tasa-arvoministeriksi	tasa + -arvoministeriksi
yrityksissä	yrity + ksissä
vakaaseen	vakaa + seen
johtajien	johtaj + ien
rahaakin	raha + akin
vältytään	vält + ytään
kongressin	kongressi + n
teuraat	teura + at
aiheellisuudesta	aiheellisuu + desta
Loimaalle	Loimaa + lle
raastavat	raastava + t
kamppailee	kamppail + ee
About	About
maksutta	maksu + tta
keitto-ohjeet	keitto + -ohjeet
teettämisestä	teettämi + sestä
ilmoitusten	ilmoitus + ten
viivyttämällä	viivyttä + mällä
läppärikin	läppäri + kin
BMW	BMW
haku-	haku + -
huomattavissa	huomattavissa
tukevasti	tukevasti
kumppanivaltioiden	kumppani + valtioiden
terveystietojaan	terveys + tietojaan
Niklas	Niklas
osallistumattomille	osallistumat + tomille
toivottavaa	toivottava + a
poikkeaminen	poikkeaminen
kuljimme	kul + jimme
sielun	sielu + n
tomaattipyrettä	tomaatti + pyrettä
maidon	mai + don
tuskastuneena	tuskastu + neena
hätäpalveluun	hätä + palveluun
viikkoja	viikko + ja
taloudenpitoon	talouden + pitoon
keksiä	keksiä
aggressiivisin	aggressiivi + sin
kokoontunut	kokoontu + nut
Vernalassa	Vernala + ssa
kasvatella	kasvatella
ensisijaisina	ensi + sijaisina
keräilytalouden	keräily + talouden
halasit	hala + sit
opiskelijasta	opiskelija + sta
ystävänsä	ystävä + nsä
vapauksia	vapau + ksia
ranskankielen	ranska + nkielen
tomaattimurska	tomaatti + murska
Nicaraguan	Nicaragua + n
pihalla	piha + lla
uudelleenmuodostamista	uudelleenmuodostami + sta
sovittaisi	sovitta + isi
lähtökohdat	lähtö + kohdat
sanoneet	sano + neet
savutusöljyä	savutus + öljyä
Krka-joen	Krka + -joen
seuraavien	seuraav + ien
taakan	taak + an
taloudellisilla	taloudelli + silla
pysyäksemme	pysyä + ksemme
kuvittelet	kuvit + telet
jouluyön	joulu + yön
viestintätoimisto	viestintä + toimisto
kierrätyskirjeitä	kierrätys + kirjeitä
tehtävien	tehtäv + ien
110	110
merimailin	meri + mailin
viereisestä	vierei + sestä
herkemmin	herk + emmin
intohimoinen	into + himoinen
stigmojen	stigm + ojen
laajakaistainfrastruktuurin	laaja + kaistainfrastruktuurin
yltää	yltää
Sydney	Sydney
Kuuslammista	Kuuslam + mista
jatkuisi	jatku + isi
Sihvonen	Sihvonen
paikoilleen	paikoilleen
valo	valo
synnytys	synnytys
kehittävälle	kehittä + välle
tietoinen	tietoinen
muiden	muiden
tärvätty	tärvä + tty
fuksianpunaisen	fuksian + punaisen
päätökseen	päätö + kseen
Peltolan	Peltola + n
nimeni	nim + eni
jarrutuksen	jarrutu + ksen
salaattipöytä	salaatti + pöytä
toteuttamistavasta	toteuttamis + tavasta
vetävämmännäköiset	vetävä + mmännäköiset
oloasussani	olo + asussani
luonne	luonne
kokoontumispaikkoja	kokoontumis + paikkoja
yläasteella	ylä + asteella
silmiltään	silm + iltään
punttien	puntti + en
kuulevat	kuul + evat
Viktorian	Viktoria + n
torjunnalle	torjun + nalle
altistumiseen	altistumi + seen
työryhmän	työ + ryhmän
markkinoilta	markkin + oilta
hyväksyttävä	hyväksyttävä
kiiltokuvamaiset	kiilto + kuvamaiset
siitokseen	siito + kseen
joltain	jo + ltain
sadevesi	sade + vesi
huiputuksella	huiputu + ksella
harmaa	harmaa
Luonto-Liitto	Luonto + -Liitto
Janne	Janne
kaikilta	kaik + ilta
kaltainen	kaltainen
keskustan	keskusta + n
reiteillä	reit + eillä
ilmestyksellä	ilmesty + ksellä
ymmärrystään	ymmärrys + tään
kuvata	kuvata
tulkintoihin	tulkin + toihin
valistaa	valistaa
raviurheilua	ravi + urheilua
yleistynyt	yleisty + nyt
jalat	jal + at
filtteröity	filtteröi + ty
taipumuksesta	taipumu + ksesta
asianomaisille	asian + omaisille
39	39
kansien	kansi + en
aikomuksena	aikomu + ksena
älylliset	älylli + set
pienyrittäjien	pien + yrittäjien
kämpässä	kämp + ässä
välinen	välinen
vahingoittumiseen	vahingoittumi + seen
pullistuvan	pullistu + van
täyttämään	täyttä + mään
sisällettyä	sisäl + lettyä
löydetään	löy + detään
nykyisiä	nykyi + siä
täpärään	täpärä + än
muistaa	muistaa
ominaisuuksia	ominaisuu + ksia
heitettyään	heit + ettyään
täydennyskoulutus	täydennys + koulutus
suurimpiin	suuri + mpiin
albanialaiset	albanialai + set
fiktiivinen	fiktiivinen
kiinnostui	kiinnostu + i
Vilske	Vilske
määritti	määritt + i
vahvistunut	vahvistu + nut
pelaamisinto	pela + amisinto
hautoo	hauto + o
aktiviteettia	aktiviteetti + a
kuivat	kuiva + t
kolmansien	kolma + nsien
dokumentaatiolla	dokumentaatio + lla
Mithridatekseltä	Mithridate + kseltä
WTO:n	WTO + :n
Moody'silta	Moody's + ilta
4.32	4.32
kuljettajan	kuljettaja + n
huumetta	huume + tta
toimenpiteiden	toimen + piteiden
rekvisiittaa	rekvisiitta + a
matka	matka
koettaa	koettaa
tiilitaloissa	tiili + taloissa
ikääntyvät	ikäänty + vät
ennakkoon	ennakko + on
käytöksen	käytö + ksen
tulko	tul + ko
seurantaraportin	seuranta + raportin
Väärälaksi	Väärälaksi
tarkoitetaan	tarkoit + etaan
hyödy	hyö + dy
esitteen	esit + teen
näyttelijä	näyttelijä
lakkasin	lak + kasin
laukauksen	laukau + ksen
avaruuden	avaruu + den
poliisien	poliisi + en
lähtöni	lähtö + ni
kehyksen	kehy + ksen
timoilta	ti + moilta
soitettiin	soit + ettiin
tekivät	te + kivät
luotettavaa	luotettava + a
pitkää	pitkää
ihmisolento	ihmis + olento
rahojaan	rah + ojaan
asiaa	asia + a
yhtenäistämisestä	yhtenäistämi + sestä
moniin	moni + in
idän	i + dän
etuovelta	etu + ovelta
vanhasta	vanha + sta
laskiessa	lask + iessa
teet	te + et
viimeisimmästä	viimei + simmästä
Alankomaiden	Alankoma + iden
kopion	kopio + n
alkaneeseen	alka + neeseen
työstää	työstää
Tirana	Tirana
kansalaisuus	kansalaisuus
ehtymätöntä	ehtymätön + tä
taikinaan	taikina + an
uusiutuviin	uusiutuv + iin
huipputiedettä	huippu + tiedettä
muotoihin	muoto + ihin
oppilaitoksen	oppi + laitoksen
räkäpaskoiks	räkä + paskoiks
voittamaton	voittamaton
silittää	silittää
liskoa	lisko + a
ensisijaiset	ensisijai + set
vastaavuussopimusten	vastaavuus + sopimusten
kansallisessa	kansalli + sessa
taustavaikuttajana	tausta + vaikuttajana
iskettävänä	iske + ttävänä
pitkäaikaista	pitkä + aikaista
Midsomerin	Midsomer + in
rahoituksen	rahoitu + ksen
kofeiinin	kofeiini + n
saaresta	saar + esta
MM-kultaa	MM + -kultaa
tuntemistani	tunte + mistani
musiikkiteoksen	musiikki + teoksen
varsinainen	varsinainen
kauppa	kauppa
toistenne	toi + stenne
Loyolan	Loyola + n
menkööt	men + kööt
kietoutuvat	kietoutu + vat
paljain	palja + in
superpakkasissa	super + pakkasissa
perheriidan	perhe + riidan
29.4.	29.4.
tietomurron	tieto + murron
Göteborgin	Göteborg + in
Galatiasta	Galatia + sta
siilejä	siil + ejä
väisti	väist + i
harhaanjohtamista	harhaan + johtamista
unohtamatta	unohta + matta
valmistamisen	valmistami + sen
Luxemburg	Luxemburg
asenneilmasto	asenne + ilmasto
kalliista	kalli + ista
turvallisuuslauseketta	turvallisuus + lauseketta
Matthews	Matthews
katsomasta	katso + masta
55,50	55,50
turvin	turv + in
mainitsemaan	maini + tsemaan
jumalan	jumala + n
todetaankin	todeta + ankin
ratsastusta	ratsastus + ta
oikeusministeri	oikeus + ministeri
levinneiden	levi + nneiden
