input	target
ağaclar	ağac + lar
sevgidən	sevgi + dən
mələklərimizdə	mələk + lərimizdə
matça	matç + a
gülüşlərimdə	gülüş + lərimdə
baharlar	bahar + lar
oxumaması	oxu + maması
əhəmmiyətlidir	əhəmmiyətl + idir
peyğəmbərdən	peyğəmbər + dən
donuzun	donuz + un
süpürgələrə	süpürgə + lərə
badamları	badam + ları
körpü	körpü
yemişimə	yemiş + imə
fəlsəfəmə	fəlsəfə + mə
hinduşkanın	hinduşka + nın
tələbəsinin	tələbə + sinin
okeanların	okean + ların
mələklərimə	mələk + lərimə
yemişlərimdən	yemiş + lərimdən
qardaşınızın	qardaş + ınızın
beyinlərinizi	beyin + lərinizi
səviyyələrin	səviyyə + lərin
ayaqqabılar	ayaqqabı + lar
dovşanı	dovşan + ı
qazda	qaz + da
beyinlərimizdən	beyin + lərimizdən
bozbaşı	bozbaş + ı
rəngi	rəng + i
buynuzunuzun	buynuz + unuzun
qulaqlarda	qulaq + larda
qardaşlarımdan	qardaş + larımdan
rəhbərlərinizin	rəhbər + lərinizin
qəzetləri	qəzet + ləri
mənzərəmizə	mənzərə + mizə
sümüklərindən	sümük + lərindən
dirsəyimdən	dirsə + yimdən
baldızınızda	baldız + ınızda
gecələri	gecə + ləri
dinozavrlarımdan	dinozavr + larımdan
ad	ad
fahişə	fahişə
mənzərəm	mənzərə + m
tələbələrdə	tələbə + lərdə
arxivindən	arxiv + indən
ördəyin	ördə + yin
vəftizlərdə	vəftiz + lərdə
əriklərimdə	ərik + lərimdə
diqqət	diqqət
kölgəyə	kölgə + yə
gülüşlərimizdə	gülüş + lərimizdə
dayanacağın	dayanacağ + ın
qoxumuzu	qoxu + muzu
minarələrdən	minarə + lərdən
mehrabın	mehrab + ın
leşyeyən	leşyeyən
temperatura	temperatur + a
köynəklərinizi	köynək + lərinizi
jasminlər	jasmin + lər
dodaqdan	dodaq + dan
fəaliyyətdə	fəaliyyət + də
səhifələrin	səhifə + lərin
lüğətlərdən	lüğət + lərdən
müsabiqələrə	müsabiqə + lərə
mizrab	mizrab
osminoqlar	osminoq + lar
kərgədanda	kərgədan + da
lüğətlər	lüğət + lər
peyğəmbərdə	peyğəmbər + də
kəfgirimizdə	kəfgir + imizdə
tərcüməm	tərcümə + m
qərənfillər	qərənfil + lər
hinduşkalardan	hinduşka + lardan
fəlsəfəmdən	fəlsəfə + mdən
gələ	gəl + ə
ensiklopediyalara	ensiklopediya + lara
candan	can + dan
kitabxanaların	kitabxana + ların
arxivimin	arxiv + imin
yardımların	yardım + ların
ördəkdən	ördək + dən
məktəbimizin	məktəb + imizin
cəsədlər	cəsəd + lər
vertolyot	vertolyot
tilişkələrin	tilişkə + lərin
bardağa	bardağ + a
cücülərə	cücü + lərə
alçamda	alça + mda
fəlsəfəndə	fəlsəfə + ndə
qulağıma	qulağ + ıma
alovları	alov + ları
osminoqları	osminoq + ları
dinozavrınızın	dinozavr + ınızın
odlarda	od + larda
cüməni	cümə + ni
nara	nar + a
köpük	köpük
anamız	ana + mız
dülgərlər	dülgər + lər
dində	din + də
onurğalara	onurğa + lara
düşmənlərinizdə	düşmən + lərinizdə
qatara	qatar + a
rəhbərinizi	rəhbər + inizi
şaftalında	şaftalı + nda
dayanacaq	dayanacaq
gözünən	göz + ünən
sonlara	son + lara
analarınızda	ana + larınızda
pişik	pişik
də	də
bürcü	bürc + ü
dünyalarımızdan	dünya + larımızdan
qonşusu	qonşu + su
şaftalılarınızın	şaftalı + larınızın
göydələn	göydələn
qatardan	qatar + dan
intiharı	intihar + ı
gülüşünün	gülüş + ünün
dırnağımızda	dırnağ + ımızda
gözə	göz + ə
süngülər	süngü + lər
axşamlardan	axşam + lardan
sümükləriniz	sümük + ləriniz
bulaqları	bulaq + ları
gümüşün	gümüş + ün
qaçqında	qaçqın + da
çiçəyə	çiçə + yə
gözlərimizdən	göz + lərimizdən
bacımızdan	bacı + mızdan
önün	ön + ün
namazınızın	namaz + ınızın
dinozavrım	dinozavr + ım
minarə	minarə
köynəklərin	köynək + lərin
okeanlarda	okean + larda
körpülərin	körpü + lərin
adaların	ada + ların
buynuzunda	buynuz + unda
leşyeyənin	leşyeyən + in
fəaliyyətə	fəaliyyət + ə
cəsədləri	cəsəd + ləri
xəzinələrinizi	xəzinə + lərinizi
oğraşlara	oğraş + lara
motosikletlər	motosiklet + lər
meyvələrdə	meyvə + lərdə
kraliçalarında	kraliça + larında
rəngləyirsən	rənglə + yirsən
mələklərinizə	mələk + lərinizə
brilyantın	brilyant + ın
dibçəkləri	dibçək + ləri
rəngdə	rəng + də
fırtınalardan	fırtına + lardan
dırnaqlarımızın	dırnaq + larımızın
mətbəxdə	mətbəx + də
canlardan	can + lardan
ərik	ərik
kraliçalarımdan	kraliça + larımdan
atlar	at + lar
bülbülü	bülbül + ü
əjdəhadan	əjdəha + dan
tərcümə	tərcümə
gözümüzü	göz + ümüzü
uşaqlığından	uşaqlığ + ından
süddə	süd + də
dibçəklərdən	dibçək + lərdən
vəziyyətlərini	vəziyyət + lərini
əriyimizə	əri + yimizə
motosikletə	motosiklet + ə
vazalarına	vaza + larına
qaranquş	qaranquş
analarımızdan	ana + larımızdan
dəvələrin	dəvə + lərin
ayaqlarda	ayaq + larda
ereksiyalarına	ereksiya + larına
düşmənlərimi	düşmən + lərimi
muzeyi	muzey + i
şkafın	şkaf + ın
açarıma	açar + ıma
namazları	namaz + ları
bürc	bürc
düşmanlarımdan	düşman + larımdan
ereksiyasına	ereksiya + sına
əriklərdən	ərik + lərdən
kölgəmiz	kölgə + miz
cümələrdən	cümə + lərdən
oxutdurulacax	oxu + tdurulacax
dalğıcı	dalğıc + ı
avqustlardan	avqust + lardan
qaranquşdan	qaranquş + dan
əqrəbimizə	əqrəb + imizə
dəmirlərə	dəmir + lərə
ovçulardan	ovçu + lardan
qoxularımızda	qoxu + larımızda
alətlərimizi	alət + lərimizi
biçinləri	biçin + ləri
saqqalları	saqqal + ları
söyüdlərdə	söyüd + lərdə
köynəyimizin	köynə + yimizin
sünnətlərdə	sünnət + lərdə
göydələnlərə	göydələn + lərə
bitki	bitki
addan	ad + dan
tələbəmizdə	tələbə + mizdə
müzakirələrim	müzakirə + lərim
göydələnə	göydələn + ə
rəssamlar	rəssam + lar
ayaqqabılara	ayaqqabı + lara
baldızımızda	baldız + ımızda
cəsədi	cəsəd + i
arxivinə	arxiv + inə
oyuncağı	oyuncağ + ı
uşaqlığıma	uşaqlığ + ıma
nəticənin	nəticə + nin
dondurmalarda	dondurma + larda
vəftizlərdən	vəftiz + lərdən
əqrəbimin	əqrəb + imin
hədəflərini	hədəf + lərini
düşmanıma	düşman + ıma
dəmirdən	dəmir + dən
tələbələrinizi	tələbə + lərinizi
xər	xər
şaftalının	şaftalı + nın
təyyarədə	təyyarə + də
qaçacağıq	qaç + acağıq
xəritəmi	xəritə + mi
baharlara	bahar + lara
kölgələrimizdən	kölgə + lərimizdən
xəncərlərə	xəncər + lərə
gülüşümüzün	gülüş + ümüzün
müzakirələrimizə	müzakirə + lərimizə
üzlər	üz + lər
yemişinizə	yemiş + inizə
ərikdən	ərik + dən
məktəblərimiz	məktəb + lərimiz
xəncəri	xəncər + i
kaktusdan	kaktus + dan
əjdahalarda	əjdaha + larda
mədrəsələr	mədrəsə + lər
dinozavrlarımız	dinozavr + larımız
xoruzu	xoruz + u
rəssama	rəssam + a
körfəzlərdə	körfəz + lərdə
rəssamlara	rəssam + lara
köynəklərimizdən	köynək + lərimizdən
rəngləyirsiniz	rənglə + yirsiniz
onurğamızdan	onurğa + mızdan
darçınları	darçın + ları
öpüşlər	öpüş + lər
hüceyrəmiz	hüceyrə + miz
şaftalılarınıza	şaftalı + larınıza
gülüşümüzdən	gülüş + ümüzdən
tərcüməmiz	tərcümə + miz
tələbələrimiz	tələbə + lərimiz
siçanlardan	siçan + lardan
olmadı	ol + madı
həqiqətdə	həqiqət + də
şkafı	şkaf + ı
müzakirələrini	müzakirə + lərini
açara	açar + a
dinozavrda	dinozavr + da
payların	pay + ların
hörümçəyimə	hörümçə + yimə
jurnalistlərdə	jurnalist + lərdə
oğraş	oğraş
zoğa	zoğ + a
xəstəliyi	xəstəli + yi
köynəklərindən	köynək + lərindən
peyğəmbərlərə	peyğəmbər + lərə
bunu	bu + nu
dinozavrlarımızda	dinozavr + larımızda
surələrin	surə + lərin
fəaliyyətlərim	fəaliyyət + lərim
bahardan	bahar + dan
eşşəklərdən	eşşək + lərdən
jasminlərin	jasmin + lərin
bibərlərdən	bibər + lərdən
canavarların	canavar + ların
dünyasının	dünya + sının
köpüklər	köpük + lər
qarğadan	qarğa + dan
amfiteatrda	amfiteatr + da
namazın	namaz + ın
evdəki	ev + dəki
xəzinəmin	xəzinə + min
düşmənlərdə	düşmən + lərdə
kəfgirə	kəfgir + ə
alçan	alça + n
peyğəmbərlərdən	peyğəmbər + lərdən
süngülərdən	süngü + lərdən
analarımızda	ana + larımızda
baldızım	baldız + ım
körpülərə	körpü + lərə
məktəblər	məktəb + lər
cəsəd	cəsəd
yatsa	yat + sa
çəyirtkəni	çəyirtkə + ni
pişiyin	pişi + yin
çox	çox
uşaqlıqlarınız	uşaqlıq + larınız
fəaliyyətimizin	fəaliyyət + imizin
böyürtkənlərdən	böyürtkən + lərdən
düşmənin	düşmən + in
qoxusunun	qoxu + sunun
avtomobilin	avtomobil + in
qulaqlardan	qulaq + lardan
buynuzlarımın	buynuz + larımın
düşərgə	düşərgə
hörümçəklərinizi	hörümçək + lərinizi
çəyirtkələrdən	çəyirtkə + lərdən
gülürlər	gül + ürlər
biçinin	biçin + in
qoxusundan	qoxu + sundan
onurğadan	onurğa + dan
ciblərə	cib + lərə
uşağın	uşağ + ın
həftələrdən	həftə + lərdən
cəsədin	cəsəd + in
osminoqa	osminoq + a
arxivlərinizə	arxiv + lərinizə
ətin	ət + in
xəbərlərin	xəbər + lərin
dünyamda	dünya + mda
zəfərandan	zəfəran + dan
minarələrə	minarə + lərə
şaftalınızda	şaftalı + nızda
bazarın	bazar + ın
dinozavrının	dinozavr + ının
buzların	buz + ların
təmizləməgi	təmizlə + məgi
geodeziyalara	geodeziya + lara
arxivlərimdə	arxiv + lərimdə
beyinlərimizin	beyin + lərimizin
şaftalılarınızı	şaftalı + larınızı
ayaqqabının	ayaqqabı + nın
kaktusda	kaktus + da
gümüşdən	gümüş + dən
göyərçinlər	göyərçin + lər
tülküyə	tülkü + yə
vertolyotdan	vertolyot + dan
delfinlər	delfin + lər
məktəbinizdən	məktəb + inizdən
bıçağını	bıçağ + ını
kraliçadan	kraliça + dan
qulaqlarımızı	qulaq + larımızı
müzakirələrindən	müzakirə + lərindən
istifadəçilər	istifadəçi + lər
qarğaya	qarğa + ya
əqrəblərimdə	əqrəb + lərimdə
mahnılarda	mahnı + larda
rəndələrin	rəndə + lərin
qurbağa	qurbağa
işıqları	işıq + ları
buynuzlarım	buynuz + larım
bülbülə	bülbül + ə
ətdən	ət + dən
dırnaqlarına	dırnaq + larına
axışların	axış + ların
dirsəyi	dirsə + yi
qoxuna	qoxu + na
köməklərinizin	kömək + lərinizin
tülkünü	tülkü + nü
tərcümələrə	tərcümə + lərə
dolabları	dolab + ları
qaçdıq	qaç + dıq
həftələrə	həftə + lərə
bacısı	bacı + sı
gümüş	gümüş
qəlblərdən	qəlb + lərdən
alətimə	alət + imə
bulaqlarda	bulaq + larda
düşmənimiz	düşmən + imiz
vəziyyətlərinin	vəziyyət + lərinin
şaftalılarıma	şaftalı + larıma
hörümçəyimi	hörümçə + yimi
penisini	penis + ini
saatdır	saat + dır
yağışlarda	yağış + larda
muzeyin	muzey + in
sünnətləri	sünnət + ləri
dünyalarını	dünya + larını
xalqanı	xalqa + nı
dinozavrımızı	dinozavr + ımızı
qazı	qaz + ı
qoxularımızın	qoxu + larımızın
qəlbə	qəlb + ə
balalaykanın	balalayka + nın
önlərə	ön + lərə
ördəkləri	ördək + ləri
kərgədana	kərgədan + a
dirsəyimizdən	dirsə + yimizdən
alçasını	alça + sını
futbolçunu	futbolçu + nu
baldızlarımı	baldız + larımı
cücünü	cücü + nü
fahişələri	fahişə + ləri
mənzərəmiz	mənzərə + miz
arxivimi	arxiv + imi
xoruzda	xoruz + da
dünyalarında	dünya + larında
bıçağımızda	bıçağ + ımızda
qardaşlar	qardaş + lar
namazınızda	namaz + ınızda
içirsən	iç + irsən
təsadüflərdə	təsadüf + lərdə
buynuzumuza	buynuz + umuza
dəyildi	dəyil + di
analarınız	ana + larınız
köməklərimə	kömək + lərimə
vəziyyətimdə	vəziyyət + imdə
kölgələrimin	kölgə + lərimin
eləmişimiş	elə + mişimiş
bülbülləri	bülbül + ləri
psixoterapiyaya	psixoterapiya + ya
köməyimə	kö + məyimə
respublikalarda	respublika + larda
dilənçidə	dilənçi + də
bitkilərdə	bitki + lərdə
ütü	ütü
köməkləri	kömək + ləri
sümüklərdən	sümük + lərdən
balalaykalara	balalayka + lara
balalayka	balalayka
arxivin	arxiv + in
yemişlərimizə	yemiş + lərimizə
ərlərin	ər + lərin
pişikləri	pişik + ləri
bacımızın	bacı + mızın
kölgəniz	kölgə + niz
müsabiqəyə	müsabiqə + yə
fəlsəfələrimin	fəlsəfə + lərimin
penislərimizə	penis + lərimizə
Parisdə	Paris + də
əriklərim	ərik + lərim
qəlblərini	qəlb + lərini
ərdə	ər + də
qoxusunda	qoxu + sunda
cümələrdə	cümə + lərdə
qanlara	qan + lara
mədrəsəni	mədrəsə + ni
tilişkəni	tilişkə + ni
mələyinə	mələ + yinə
yemişlərimin	yemiş + lərimin
güləcək	gül + əcək
öpüşə	öpüş + ə
vazamızın	vaza + mızın
matçın	matç + ın
rəssamlardan	rəssam + lardan
istifadəçi	istifadəçi
babasının	baba + sının
dini	din + i
fəlsəfənizi	fəlsəfə + nizi
ağlayacaqsan	ağla + yacaqsan
bulağı	bulağ + ı
düşərgəni	düşərgə + ni
beyinlər	beyin + lər
vazanın	vaza + nın
mənzərəniz	mənzərə + niz
əriklərinizi	ərik + lərinizi
qardaşlarını	qardaş + larını
açardan	açar + dan
Smith	Smith
analarınızın	ana + larınızın
qardaşlıqların	qardaşlıq + ların
keçiyə	keçi + yə
anasında	ana + sında
üç	üç
bayraq	bayraq
uşaqlığımı	uşaqlığ + ımı
qəlblərə	qəlb + lərə
beynin	bey + nin
açarlarımızda	açar + larımızda
jurnalistlərə	jurnalist + lərə
alçası	alça + sı
oda	od + a
beyinlərini	beyin + lərini
badam	badam
tilişkələrdən	tilişkə + lərdən
süzgəci	süzgəc + i
hüceyrəndə	hüceyrə + ndə
köynəyimə	köynə + yimə
günbəzlərə	günbəz + lərə
siçana	siçan + a
ayaqqabıların	ayaqqabı + ların
ereksiyamın	ereksiya + mın
fəaliyyətləri	fəaliyyət + ləri
kölgələrimdən	kölgə + lərimdən
köynəklərimin	köynək + lərimin
ayağı	ayağ + ı
tülpanlardan	tülpan + lardan
dünya	dünya
ovçulara	ovçu + lara
gözlərimin	göz + lərimin
fəlsəfələrinizi	fəlsəfə + lərinizi
üzümlərə	üzüm + lərə
əqrəb	əqrəb
nigəran	nigəran
iydi	i + ydi
səbəbə	səbəb + ə
bacılarda	bacı + larda
vəziyyətlərimizi	vəziyyət + lərimizi
dünyalarının	dünya + larının
müzakirələrimiz	müzakirə + lərimiz
möcüzələrin	möcüzə + lərin
ərlərdən	ər + lərdən
mismar	mismar
müzakirənin	müzakirə + nin
muzey	muzey
südə	süd + ə
köynəyimizə	köynə + yimizə
qılıncları	qılınc + ları
dırnaqlarında	dırnaq + larında
dalğalarımız	dalğa + larımız
qulağınız	qulağ + ınız
okeandan	okean + dan
mətbəxin	mətbəx + in
qoxularımı	qoxu + larımı
mitoxondrini	mitoxondri + ni
fəlsəfələrini	fəlsəfə + lərini
şahmatda	şahmat + da
kraliçanı	kraliça + nı
dəyirman	dəyirman
texnologiyada	texnologiya + da
içəcəklər	iç + əcəklər
vazamın	vaza + mın
qızardın	qızar + dın
istəyir	istə + yir
qılıncın	qılınc + ın
xoruzlarda	xoruz + larda
əriyinizdə	əri + yinizdə
kəpənəklərdən	kəpənək + lərdən
köməyini	kö + məyini
alçalarınızın	alça + larınızın
ütüyə	ütü + yə
bir	bir
sümüyünə	sümü + yünə
qaloşlardan	qaloş + lardan
baldızlarından	baldız + larından
filmi	film + i
kəfgirinizdə	kəfgir + inizdə
böyrək	böyrək
şamisenlərə	şamisen + lərə
xəritələrimin	xəritə + lərimin
ilana	ilan + a
qulağına	qulağ + ına
sümükləri	sümük + ləri
mənzərənin	mənzərə + nin
dillərin	dil + lərin
bitkinin	bitki + nin
eşşək	eşşək
xəncərlərdə	xəncər + lərdə
əriklərini	ərik + lərini
səbəblərdən	səbəb + lərdən
zəfəranlar	zəfəran + lar
alətlərim	alət + lərim
pomidora	pomidor + a
gecəni	gecə + ni
kölgənə	kölgə + nə
bazarlar	bazar + lar
əjdəhaları	əjdəha + ları
adalarda	ada + larda
bıçağınızı	bıçağ + ınızı
beynim	bey + nim
hinduşkalara	hinduşka + lara
vazandan	vaza + ndan
qəlbinin	qəlb + inin
ilanların	ilan + ların
düşmənlərimiz	düşmən + lərimiz
kəfgirlərinizdə	kəfgir + lərinizdə
çiyələyi	çiyələ + yi
amfiteatrların	amfiteatr + ların
dildə	dil + də
dırnağımızı	dırnağ + ımızı
vazanız	vaza + nız
analarından	ana + larından
zəfəranlardan	zəfəran + lardan
qəlbim	qəlb + im
bilir	bil + ir
əqrəblərimə	əqrəb + lərimə
düşmanlarınıza	düşman + larınıza
fəaliyyətlərimizə	fəaliyyət + lərimizə
müzakirələrimdən	müzakirə + lərimdən
zürafələrin	zürafə + lərin
dırnağımıza	dırnağ + ımıza
yemişimizdə	yemiş + imizdə
yemişlər	yemiş + lər
bacından	bacı + ndan
uşaqlıqlarınızın	uşaqlıq + larınızın
tələbələrim	tələbə + lərim
süngülərinizin	süngü + lərinizin
namazında	namaz + ında
ilanlara	ilan + lara
vazanı	vaza + nı
süngümüz	süngü + müz
mədrəsələrdən	mədrəsə + lərdən
oraqda	oraq + da
vazalardan	vaza + lardan
dirsəkləri	dirsək + ləri
bardaqlardan	bardaq + lardan
dünyalarına	dünya + larına
kəfgirim	kəfgir + im
rəhbərləriniz	rəhbər + ləriniz
incəsənətdə	incəsənət + də
dizi	diz + i
fəaliyyətlərinin	fəaliyyət + lərinin
dirsəyimizdə	dirsə + yimizdə
köynəyiniz	köynə + yiniz
açarlarından	açar + larından
süngü	süngü
səviyyələrdən	səviyyə + lərdən
zəfəranın	zəfəran + ın
arxivlərimə	arxiv + lərimə
bardaqda	bardaq + da
içdiniz	iç + diniz
xoruz	xoruz
köməyində	kö + məyində
nəfəslərdə	nəfəs + lərdə
bəbəyin	bəbə + yin
bıçağınızın	bıçağ + ınızın
dalğalarımızdan	dalğa + larımızdan
qalibiyyətlərdən	qalibiyyət + lərdən
alçamıza	alça + mıza
arxiviniz	arxiv + iniz
dünyasını	dünya + sını
ön	ön
nəticədən	nəticə + dən
xəritələrimizdən	xəritə + lərimizdən
pendirlər	pendir + lər
qoxularımız	qoxu + larımız
qəlbimi	qəlb + imi
anasını	ana + sını
yağışlara	yağış + lara
ayaqqabı	ayaqqabı
baldızınızın	baldız + ınızın
gələcəgidi	gəl + əcəgidi
tərcümələrimin	tərcümə + lərimin
dalğalarda	dalğa + larda
dayanacaqları	dayanacaq + ları
kölgələrinizdən	kölgə + lərinizdən
ördək	ördək
adadan	ada + dan
alçalar	alça + lar
rəssamların	rəssam + ların
açarlarında	açar + larında
skripkada	skripka + da
qan	qan
qoxularıma	qoxu + larıma
təzyiqlərdən	təzyiq + lərdən
siçanda	siçan + da
keçilərdən	keçi + lərdən
körfəzdən	körfəz + dən
karpların	karp + ların
bıçağı	bıçağ + ı
boyalardan	boya + lardan
kamerton	kamerton
tərcüməmizi	tərcümə + mizi
paylar	pay + lar
xəritəmdə	xəritə + mdə
baldızın	baldız + ın
ereksiyanda	ereksiya + nda
lüğətin	lüğət + in
tələbəyə	tələbə + yə
tısbağanı	tısbağa + nı
ereksiyan	ereksiya + n
bacılarımızı	bacı + larımızı
hinduşkaya	hinduşka + ya
kitabda	kitab + da
qulaqlarımızda	qulaq + larımızda
yuxlamasını	yuxla + masını
ağaca	ağac + a
düşməninizə	düşmən + inizə
motosikletləri	motosiklet + ləri
düşmənlərimizdə	düşmən + lərimizdə
qulağınıza	qulağ + ınıza
namazlar	namaz + lar
quşda	quş + da
tərcüməsində	tərcümə + sində
dirsəkdə	dirsək + də
qonşu	qonşu
əqrəbinizdə	əqrəb + inizdə
qarğada	qarğa + da
ayaqqabıda	ayaqqabı + da
vəziyyətimizin	vəziyyət + imizin
düşmanda	düşman + da
dondurmaları	dondurma + ları
oxumasını	oxu + masını
qurbağaları	qurbağa + ları
şirkətləri	şirkət + ləri
yağışın	yağış + ın
buynuzuma	buynuz + uma
kraliçana	kraliça + na
dalğalardan	dalğa + lardan
analar	ana + lar
xloroplast	xloroplast
köynəklərimi	köynək + lərimi
kraliçandan	kraliça + ndan
alətlərində	alət + lərində
qarpızları	qarpız + ları
intihar	intihar
qızılgüldən	qızılgül + dən
gözünüzə	göz + ünüzə
xəritələrdə	xəritə + lərdə
qulağından	qulağ + ından
baldızıma	baldız + ıma
kölgəsinin	kölgə + sinin
qardaşlarında	qardaş + larında
göbəyin	göbə + yin
badımcanlar	badımcan + lar
qəlbin	qəlb + in
yemişlərimi	yemiş + lərimi
qardaşınızda	qardaş + ınızda
quşlarda	quş + larda
yer	yer
şahmatlarda	şahmat + larda
düşmanınızı	düşman + ınızı
nəticəyə	nəticə + yə
qardaşlığa	qardaşlığ + a
damcını	damcı + nı
cib	cib
qulaqlarımın	qulaq + larımın
tələbəndə	tələbə + ndə
kərtənkələlərə	kərtənkələ + lərə
xəritə	xəritə
kəlbətinlər	kəlbətin + lər
xərlərdən	xər + lərdən
möcüzələrdə	möcüzə + lərdə
alətinizdə	alət + inizdə
alətdən	alət + dən
bozbaşa	bozbaş + a
yoldaşları	yoldaş + ları
mehrablar	mehrab + lar
məktəbimizdən	məktəb + imizdən
kölgələri	kölgə + ləri
mənzərələrimizdən	mənzərə + lərimizdən
süzgəc	süzgəc
köpək	köpək
köynəklərimizə	köynək + lərimizə
meyvəyə	meyvə + yə
məktəbinizi	məktəb + inizi
şaftalına	şaftalı + na
kişilərə	kişi + lərə
düşmənimdə	düşmən + imdə
düşmana	düşman + a
dinozavrı	dinozavr + ı
gəminin	gəmi + nin
buynuzlardan	buynuz + lardan
baldızında	baldız + ında
kəfgirimizə	kəfgir + imizə
ikki	ikki
dalğalarından	dalğa + larından
sözlüyün	sözlü + yün
rəhbərə	rəhbər + ə
nəticələr	nəticə + lər
dələdə	dələ + də
şkafa	şkaf + a
tətil	tətil
meyvələrin	meyvə + lərin
alça	alça
bıçaqlarınızı	bıçaq + larınızı
dəmirə	dəmir + ə
xoruza	xoruz + a
damcıya	damcı + ya
gülüşlərimizə	gülüş + lərimizə
badama	badam + a
uşaqlıq	uşaqlıq
qardaşım	qardaş + ım
zürafəni	zürafə + ni
qonşulara	qonşu + lara
sarımsağın	sarımsağ + ın
müzakirəsinin	müzakirə + sinin
oturdunuz	otur + dunuz
maşın	maşın
kraliçalarıma	kraliça + larıma
rəngləri	rəng + ləri
süngüsünü	süngü + sünü
alçalarımıza	alça + larımıza
dirsəklərində	dirsək + lərində
köynəyimizi	köynə + yimizi
hüceyrələrdən	hüceyrə + lərdən
göbəkdən	göbək + dən
tülpanı	tülpan + ı
məsələ	məsələ
tülkülər	tülkü + lər
arxivdə	arxiv + də
gözlərimə	göz + lərimə
rəndə	rəndə
alçam	alça + m
düşmənimizi	düşmən + imizi
dünyama	dünya + ma
dalğadan	dalğa + dan
yağışı	yağış + ı
vəftizlərə	vəftiz + lərə
köməklərimdə	kömək + lərimdə
içdi	iç + di
penisimin	penis + imin
baltalar	balta + lar
mahnılardan	mahnı + lardan
fəaliyyətimizdən	fəaliyyət + imizdən
hüceyrənizin	hüceyrə + nizin
futbolçu	futbolçu
cibdən	cib + dən
qalan	qal + an
arxivlərdə	arxiv + lərdə
oturdun	otur + dun
səbəbləri	səbəb + ləri
Peter	Peter
bitkiyə	bitki + yə
tərcümələrimizdən	tərcümə + lərimizdən
texnologiya	texnologiya
namazımızın	namaz + ımızın
bitkiləri	bitki + ləri
açır	aç + ır
dərs	dərs
sümüklərimiz	sümük + lərimiz
rəngləyəcəklər	rənglə + yəcəklər
körfəzlər	körfəz + lər
minarədə	minarə + də
vəziyyət	vəziyyət
gülüşünüzü	gülüş + ünüzü
karpdan	karp + dan
mələklərim	mələk + lərim
brilyantlarda	brilyant + larda
bıçaqdan	bıçaq + dan
yardımlarda	yardım + larda
dünyaya	dünya + ya
dənizi	dəniz + i
okeanda	okean + da
qəlbimizin	qəlb + imizin
körfəzlərə	körfəz + lərə
Hakanın	Hakan + ın
muzeylərdən	muzey + lərdən
böyrəkdə	böyrək + də
bulaqlar	bulaq + lar
baharlarda	bahar + larda
fahişələrə	fahişə + lərə
qaçqına	qaçqın + a
sabunlar	sabun + lar
mələklərimizi	mələk + lərimizi
baharda	bahar + da
lüğətləri	lüğət + ləri
pendirdən	pendir + dən
beynindən	bey + nindən
mənzərələrimdən	mənzərə + lərimdən
istifadəçiyə	istifadəçi + yə
gönlər	gön + lər
quyruqlar	quyruq + lar
qəlbinizdə	qəlb + inizdə
dalğam	dalğa + m
günəşlərdə	günəş + lərdə
tərcüməmə	tərcümə + mə
beyinlərimə	beyin + lərimə
dinə	din + ə
armudda	armud + da
qızılgülün	qızılgül + ün
köynəklərini	köynək + lərini
kəfgirlərində	kəfgir + lərində
bəbəkdən	bəbək + dən
alət	alət
dinozavrlardan	dinozavr + lardan
yemişlərində	yemiş + lərində
incəsənətdən	incəsənət + dən
baldızımızı	baldız + ımızı
qəlbiniz	qəlb + iniz
beyinlərimdən	beyin + lərimdən
şaftalınızın	şaftalı + nızın
ereksiya	ereksiya
düşmənlərinin	düşmən + lərinin
arxivlərində	arxiv + lərində
delfindən	delfin + dən
dünyalarımı	dünya + larımı
maşında	maşın + da
kəfgirində	kəfgir + ində
dirsəyində	dirsə + yində
ağlayırıq	ağla + yırıq
alətlərinizdə	alət + lərinizdə
əlkol	əlkol
fəaliyyətinə	fəaliyyət + inə
namazlarımızın	namaz + larımızın
alətindən	alət + indən
dəvəquşlarına	dəvəquş + larına
milçəyə	milçə + yə
mənzərələrimizi	mənzərə + lərimizi
oxlarda	ox + larda
açarımızın	açar + ımızın
bazara	bazar + a
içirlər	iç + irlər
vəziyyətinizə	vəziyyət + inizə
getmişdi	get + mişdi
güldülər	gül + dülər
zürafə	zürafə
fəlsəfələrim	fəlsəfə + lərim
qardaş	qardaş
bacılarınızı	bacı + larınızı
qəzetdən	qəzet + dən
namazıma	namaz + ıma
buynuzlarımızdan	buynuz + larımızdan
sərçələrə	sərçə + lərə
böyürtkəni	böyürtkən + i
bacılarını	bacı + larını
mahnıların	mahnı + ların
bağırsağın	bağırsağ + ın
səbəblər	səbəb + lər
odlar	od + lar
namazlarımdan	namaz + larımdan
onurğamız	onurğa + mız
namazlarınızı	namaz + larınızı
ədəbiyyatlardan	ədəbiyyat + lardan
bardaqlarda	bardaq + larda
kölgəmizin	kölgə + mizin
göllərdə	göl + lərdə
sarımsaqlardan	sarımsaq + lardan
intiharlarda	intihar + larda
dalğanızdan	dalğa + nızdan
müzakirələrimizi	müzakirə + lərimizi
penisi	penis + i
əriyimi	əri + yimi
tərcümələrindən	tərcümə + lərindən
müzakirəmizi	müzakirə + mizi
aç	aç
oyuncaqdan	oyuncaq + dan
oturdu	otur + du
nə	nə
osminoqu	osminoq + u
namaza	namaz + a
