input	target
látogatott	látogat + ott
syttymään	sytty + mään
plébániától	plébániá + tól
nacionalizmusokról	nacionalizmus + okról
élményt	élmény + t
szőlőzsírjaik	szőlőzsír + jaik
tekstejä	tekst + ejä
Humen	Hume + n
ketterämpi	ketterä + mpi
hurkáik	hurká + ik
EU-veteraani	EU + -veteraani
säätyihin	sääty + ihin
szüleink	szül + eink
földiepreken	földiep + reken
tosiasiasiat	tosi + asiasiat
siedä	sie + dä
angyalbefektetőkből	angyalbefektető + kből
szociológust	szociológus + t
paljastua	paljastua
szeműről	szemű + ről
harmincötökként	harmincöt + ökként
ostobaságokról	ostobaság + okról
kuvauksista	kuvau + ksista
frakcióink	frakció + ink
suojautumiseksi	suojautumi + seksi
elfogadásra	elfogadás + ra
identtinen	identtinen
ajanmukaista	ajan + mukaista
graciőzzel	graciőz + zel
laajuudesta	laajuu + desta
perforáltuk	perforál + tuk
pörssin	pörssi + n
transzformációink	transzformáció + ink
megnyúzod	megnyúz + od
suhtaudutaan	suhtau + dutaan
Ritáktól	Ritá + któl
sohvalle	sohva + lle
stevarin	stevari + n
Moody's	Moody's
lähetyssaarnaajia	lähetys + saarnaajia
vauhtiin	vauhti + in
oroszakig	orosz + akig
konferenssin	konferenssi + n
kaupankäynnissä	kaupan + käynnissä
hymyilemättä	hymyil + emättä
tunteako	tuntea + ko
alapítsuk	alapít + suk
napata	napata
zoológusaitok	zoológus + aitok
adományozásba	adományozás + ba
mille	mi + lle
yksitoikkoiseksi	yksitoikkoi + seksi
harckocsit	harckocsi + t
művészei	művész + ei
Genevessä	Geneve + ssä
Itä-Jerusalemista	Itä-Jerusalem + ista
fonnyadnánk	fonnyad + nánk
äänestäjien	äänestäj + ien
esitettävänä	esit + ettävänä
kalpenivat	kal + penivat
elkövetőn	elkövető + n
jäisessä	jäi + sessä
ikkunan	ikkuna + n
mogyoróitok	mogyoró + itok
bricseszeid	bricsesz + eid
sörözőink	söröző + ink
matkasin	matka + sin
ajándékboltok	ajándékbolt + ok
szélkelepet	szélkelep + et
lapsiyleisön	lapsi + yleisön
gyászhoz	gyász + hoz
autoilla	auto + illa
bonobónk	bonobó + nk
fonnyaszd	fonnyasz + d
tarkoittiko	tarkoitt + iko
konkolyaitok	konkoly + aitok
asiaankuuluvia	asiaankuuluv + ia
Maks	Maks
nejlonzacskóhoz	nejlonzacskó + hoz
varangynak	varangy + nak
sumua	sumu + a
poémát	poémá + t
kulutusvalinnoilla	kulutus + valinnoilla
keskeisellä	keskei + sellä
zongorákba	zongorá + kba
autonsa	auto + nsa
perus	perus
borogatna	borogat + na
samankaltaisen	samankaltai + sen
keskusviranomaista	keskus + viranomaista
bárónénál	báróné + nál
hippokampukset	hippokampu + kset
lohikäärme	lohi + käärme
biztonságoknak	biztonság + oknak
heinäkuussa	heinäkuu + ssa
tehtäviä	teh + täviä
death	death
rengnénk	reng + nénk
százezrekké	százez + rekké
kaupungistuminen	kaupungistuminen
Moncsival	Moncsi + val
osoittautunut	osoittautu + nut
arvonalentumiset	arvon + alentumiset
korvapuustit	korva + puustit
Putin	Putin
falloszokká	fallosz + okká
Granfeltilta	Granfelt + ilta
szól	szól
útravalón	útravaló + n
maturiteetin	maturiteet + in
Európákban	Európá + kban
borzongani	borzong + ani
pilvetön	pilvetön
Itä-Turkestanissa	Itä-Turkestan + issa
alkalmatlanabbért	alkalmatlanabb + ért
kiivaammin	kiivaa + mmin
valkosuklaata	valko + suklaata
karmestereink	karmester + eink
megrendelésekké	megrendelés + ekké
kasvamista	kasvami + sta
komerostaan	komero + staan
politeizmusoknak	politeizmus + oknak
Managementin	Management + in
tornacipőnél	tornacipő + nél
mamutjuk	mamut + juk
kecskeszakálluk	kecskeszakáll + uk
gebéért	gebé + ért
luissaan	lu + issaan
merkittiin	merki + ttiin
ammattimaisesti	ammattimaisesti
sonnustautunut	sonnustautu + nut
lemondanotok	lemond + anotok
jättivät	jätt + ivät
optikáim	optiká + im
hüvelyetek	hüvely + etek
perussääntö	perus + sääntö
tarvin	tarvi + n
vizeletekként	vizelet + ekként
alapításról	alapítás + ról
biokémiáitok	biokémiá + itok
Mäkelä-Nummela	Mäkelä-Nummela
állandósulnod	állandósul + nod
telefonálgassatok	telefonálga + ssatok
ihottumaa	ihottuma + a
érlelned	érlel + ned
urheasti	urheasti
zablakarikákká	zablakariká + kká
arvion	arvio + n
brummogod	brummog + od
kokkaustaidoistasi	kokkaus + taidoistasi
kotia	koti + a
P-klubi	P-klubi
1900-luvun	1900 + -luvun
kaunein	kaun + ein
neljänneksen	neljänne + ksen
mihin	mi + hin
macskából	macská + ból
vedenpelkoinen	veden + pelkoinen
lämpimänä	läm + pimänä
tantiig	tanti + ig
tilintarkastustuomioistuimelle	tilin + tarkastustuomioistuimelle
fillérekre	fillér + ekre
pelastuspaketin	pelastus + paketin
elämänkaari	elämän + kaari
isoveli	iso + veli
puolelle	puol + elle
paheksunut	paheksu + nut
gimelük	gimel + ük
tämänhetkiseen	tämänhetki + seen
írországit	írországi + t
käytöshäiriöiden	käytös + häiriöiden
kímélek	kímél + ek
napfelkeltét	napfelkelté + t
lahna	lahna
ulkopolitiikkanäkemysten	ulko + politiikkanäkemysten
műszerfalra	műszerfal + ra
matkasin	matka + sin
rahaa	raha + a
välittömässä	välit + tömässä
romantikusként	romantikus + ként
op.-okban	op. + -okban
vagyonosakban	vagyonos + akban
toistelemasta	toistel + emasta
Urpin	Urpi + n
szedőkanaluk	szedőkan + aluk
arkkipiispa	arkki + piispa
LC8:sista	LC8 + :sista
minuuttani	minuu + ttani
ihmisjoukko	ihmis + joukko
opiskelijaedustajiin	opiskelija + edustajiin
suurissa	suuri + ssa
locsoltalak	locsol + talak
vonalaztak	vonalaz + tak
kereté	keret + é
rouvaa	rouva + a
kierrätysmakkarakone	kierrätys + makkarakone
teemasta	teema + sta
feljelentik	feljelent + ik
Vårdberget	Vårdberget
faeprekbe	faep + rekbe
népesekig	népes + ekig
osoitus	osoitus
Harjula	Harjula
pihisti	pihist + i
badaroktól	badar + októl
Radnótijaitok	Radnóti + jaitok
päässeet	pääs + seet
Sky	Sky
sisällytetään	sisällyt + etään
szövetségekben	szövetség + ekben
faggatásaid	faggatás + aid
oppeja	opp + eja
ajatellut	ajatell + ut
Galapagossaaret	Galapagossaaret
szigorítás	szigorít + ás
puuskuttaessa	puuskutta + essa
kalun	kalu + n
saavuttamista	saavuttami + sta
degradálásunk	degradálás + unk
deaktiválnék	deaktivál + nék
rahoitusta	rahoitus + ta
lepojaksojen	lepo + jaksojen
sokatmondóra	sokatmondó + ra
bacilus	bacilus
veszedelemig	veszedelem + ig
kuume	kuume
hinnat	hin + nat
toimintasuunnitelman	toiminta + suunnitelman
mummulassa	mummula + ssa
rajoittunut	rajoittunut
vájdlingjaitok	vájdling + jaitok
Canalysin	Canalys + in
bégumjuk	bégum + juk
Bolyairól	Bolyai + ról
öngyilkosakból	öngyilkos + akból
hackereik	hacker + eik
etuseinään	etu + seinään
kerman	kerma + n
rasvaista	rasvai + sta
valószínűség-számításokon	valószínűség-számítás + okon
bolyhokon	bolyh + okon
kefireket	kefir + eket
sattuma	sattuma
kytketty	kytke + tty
molnárfecskére	molnárfecské + re
lefokozlak	lefokoz + lak
syntyvä	synty + vä
adaptációkig	adaptáció + kig
vagonjaik	vagon + jaik
hármójukban	hármójuk + ban
víttalak	ví + ttalak
sammumiseen	sammumi + seen
energialähteeseen	energia + lähteeseen
poistaminen	poistaminen
Luova	Luova
myself	myself
muovia	muovi + a
hevosten	hevo + sten
értékesítéseid	értékesítés + eid
csöndekre	csönd + ekre
keskustan	keskusta + n
ryhmiin	ryhm + iin
esittelystä	esittely + stä
felhám	felhám
vaahdoksi	vaah + doksi
dokiktól	doki + któl
Romneyn	Romney + n
laulukilpailun	laulu + kilpailun
Tapiola-ryhmän	Tapiola + -ryhmän
fejkendőim	fejkendő + im
karsiutuja	karsiutuja
rekonstrukcióktól	rekonstrukció + któl
silmänaluset	silmä + naluset
átlássunk	átlá + ssunk
PPE-ryhmässä	PPE + -ryhmässä
elsüllyesztés	elsüllyeszt + és
assosiaatiosopimuksen	assosiaatio + sopimuksen
Accenturelta	Accenture + lta
P3	P3
söreink	sör + eink
nappalnak	nappal + nak
parisen	parisen
tábornokban	tábornok + ban
isänniltämme	isän + niltämme
filmjeink	film + jeink
sulkeumien	sulkeum + ien
bogyókra	bogyó + kra
pientuotannosta	pien + tuotannosta
McCainin	McCain + in
hiippakunnan	hiippa + kunnan
ruskeakaan	ruskea + kaan
tukossa	tukossa
reparálok	reparál + ok
kocsmáznotok	kocsmáz + notok
téglaházéi	téglaház + éi
romaanin	romaani + n
fejpályaudvaraid	fejpályaudvar + aid
kuusihenkisen	kuusi + henkisen
koanjaink	koan + jaink
säännöstöön	säännöstö + ön
tarháljatok	tarhál + jatok
megfélemlítik	megfélemlít + ik
angstivibat	angsti + vibat
spektriluokka	spektri + luokka
avoimina	avoi + mina
13000	13000
aikaan	aikaan
szívbillentyűre	szívbillentyű + re
meredekről	meredek + ről
vállalkoznom	vállalkoz + nom
csihez	csi + hez
épülnétek	épül + nétek
képzeljünk	képzel + jünk
homlokokat	homlok + okat
önismeretekért	önismeret + ekért
kuvajaisensa	kuvajai + sensa
kurssin	kurssi + n
uusilta	uusi + lta
häiriötä	häiriö + tä
noudattavaksi	noudatta + vaksi
erehdystä	erehdys + tä
Minorin	Minor + in
excentrikusakból	excentrikus + akból
észszerűsítjük	észszerűsít + jük
työskentelystä	työskentely + stä
jaksanut	jaksa + nut
kärsiä	kärsiä
többletekké	többlet + ekké
nimesi	nime + si
határolnál	határol + nál
nyit	nyit
pesässä	pesä + ssä
syys-lokakuussa	syys + -lokakuussa
szinonimahalmozásokból	szinonimahalmozás + okból
kadottaa	kadottaa
megszámlálunk	megszámlál + unk
szuperekként	szuper + ekként
ponnistelut	ponnistelu + t
modellje	modell + je
informálod	informál + od
vízeséseim	vízesés + eim
laatijana	laatija + na
étvágyakon	étvágy + akon
tornádókká	tornádó + kká
tähti	tähti
iskusta	isku + sta
Gaudin	Gaudin
elvesszem	elves + szem
tueksi	tu + eksi
Kreikalta	Kreik + alta
hivellä	hivellä
evakuoitua	evakuoi + tua
hasznotok	hasz + notok
ceruzatartóéi	ceruzatartó + éi
Quan	Quan
pikkuruista	pikkurui + sta
poliittiseksi	poliitti + seksi
karizmokat	kariz + mokat
Institutet	Institutet
arvon	arvo + n
punoitus	punoitus
betűképekig	betűkép + ekig
pasta-tomaattihässäkän	pasta + -tomaattihässäkän
elfogultakéi	elfogult + akéi
bolgároknak	bolgár + oknak
1980	1980
harjoituksia	harjoitu + ksia
lebecsülendő	lebecsül + endő
moninkertaisesti	monin + kertaisesti
rónákért	róná + kért
foxtrottokon	foxtrott + okon
listannut	lista + nnut
alapítóké	alapító + ké
címeink	cím + eink
kommentálja	kommentál + ja
konzervatóriumod	konzervatórium + od
szelencékre	szelencé + kre
tulevina	tulev + ina
nádorban	nádor + ban
Clubia	Club + ia
pompába	pompá + ba
határúakat	határú + akat
Odesszátok	Odesszá + tok
Zidane	Zidane
kellanharmaa	kellan + harmaa
kémiaiakéi	kémiai + akéi
diskurálnánk	diskurál + nánk
sovelletaan	sovel + letaan
elvárásból	elvárás + ból
toimittama	toimitta + ma
alueen	alue + en
patsaisiin	patsa + isiin
tiedät	tie + dät
työpaikalla	työ + paikalla
sajátságokba	sajátság + okba
魚釣島	魚釣島
zablákig	zablá + kig
hienostokaupunginosissa	hienosto + kaupunginosissa
szükségemre	szükségem + re
ikkunakin	ikkuna + kin
ranneliikkeellän	ranne + liikkeellän
tarkastelu	tarkastelu
pelloilla	pel + loilla
ykkönen	ykkönen
opiskelee	opiskel + ee
aug.-otok	aug. + -otok
selvääkin	selvä + äkin
nőgyógyászatig	nőgyógyászat + ig
viisumivaatimuksen	viisumi + vaatimuksen
marokenként	maroken + ként
flottátok	flottá + tok
sajtotok	sajt + otok
hankaloiduttua	hankaloi + duttua
tűzfalért	tűzfal + ért
naapurivaltioon	naapuri + valtioon
poistamiseksi	poistami + seksi
vaellukselle	vaellu + kselle
hsz.-oknak	hsz. + -oknak
rizsliszttel	rizsliszt + tel
képviselőházakhoz	képviselőház + akhoz
hihetőnél	hihető + nél
szorítsalak	szorít + salak
peruskaava	perus + kaava
mikropiirin	mikro + piirin
tiedonannostaan	tie + donannostaan
titkosítottam	titkosít + ottam
félrevezetőkig	félrevezető + kig
tulokkaasta	tulok + kaasta
ulkoministeri	ulko + ministeri
Szentpétervárad	Szentpétervár + ad
protektorátusig	protektorátus + ig
epävarmuudet	epä + varmuudet
frissességről	frissesség + ről
loppuvat	loppu + vat
laillisesti	laillisesti
spanyolországiakká	spanyolországi + akká
mätäne	mä + täne
kurssien	kurssi + en
toiminnallaan	toimin + nallaan
vajlingtól	vajling + tól
döröglek	dörög + lek
korinthoszinál	korinthoszi + nál
hócipőre	hócipő + re
Csabával	Csabá + val
nyestektől	nyest + ektől
vermut	vermut
vetisessä	veti + sessä
Csendes-óceánéi	Csendes-óceán + éi
igénybevételeid	igénybevétel + eid
plénumaim	plénum + aim
Virtasella	Virta + sella
nukkeihin	nukke + ihin
joukkutanssilla	joukku + tanssilla
összehívjatok	összehív + jatok
talkiin	talk + iin
painoin	pain + oin
szarvastehénnel	szarvastehén + nel
kappaleet	kappale + et
luovien	luov + ien
videokölcsönzésként	videokölcsönzés + ként
perustuslain	perustus + lain
telepítőnél	telepítő + nél
hän	hän
buszokra	busz + okra
bordán	bordá + n
uusille	uusi + lle
40,3	40,3
arénákéi	aréná + kéi
segédekért	segéd + ekért
tüntetésnek	tüntetés + nek
zaklatottságokba	zaklatottság + okba
csokoládéra	csokoládé + ra
televényekre	televény + ekre
kasveille	kasv + eille
Ratcliffen	Ratcliffe + n
RC8	RC8
uunillisen	uunilli + sen
vireillepanosta	vireillepano + sta
kieliryhmän	kieli + ryhmän
Obamalla	Obama + lla
bázisaim	bázis + aim
gerendáé	gerendá + é
együttműködőből	együttműködő + ből
sinapinkeltaiset	sinapin + keltaiset
berzenkedni	berzenked + ni
hajhulláma	hajhullám + a
rövidáruért	rövidáru + ért
földalattié	földalatti + é
villamosságod	villamosság + od
mutatandó	mutat + andó
üregekké	üreg + ekké
saavutetulla	saavut + etulla
sajtó	sajtó
kérgektől	kér + gektől
tiszteletbelieknek	tiszteletbeli + eknek
gyakorlónk	gyakorló + nk
ingoványokként	ingovány + okként
asuntolaina	asunto + laina
kohdentamissääntöjen	kohdentamis + sääntöjen
kunoké	kun + oké
vállalkozásokká	vállalkozás + okká
itsemurhan	itsemurha + n
upea	upea
Uralilla	Ural + illa
felejthetőket	fele + jthetőket
ostetuissa	ost + etuissa
gorombaságaink	gorombaság + aink
szeméremcsontotok	szeméremcsont + otok
vuodelle	vuo + delle
karfákként	karfá + kként
liitettäis	liit + ettäis
halléknek	hallé + knek
opetustarkoituksessa	opetus + tarkoituksessa
lustákba	lustá + kba
protestánsakkal	protestáns + akkal
modus	modus
unohdettu	unoh + dettu
edistämiseksi	edistämi + seksi
pienikokoinen	pieni + kokoinen
madrigáljaid	madrigál + jaid
trapézért	trapéz + ért
kivitelezésekbe	kivitelezés + ekbe
pirosítanod	pirosít + anod
gyorshajtásokéi	gyorshajtás + okéi
mikroprocesszoraitok	mikroprocesszor + aitok
11	11
plénumunk	plénum + unk
É-é	É + -é
blokádként	blokád + ként
eläketarjontaa	eläke + tarjontaa
tuloksilla	tulo + ksilla
villámlani	villáml + ani
háromszögeitek	háromszög + eitek
Arnoldokon	Arnold + okon
maalaiskunnan	maalais + kunnan
nykyisellään	nykyisellään
világháborúvá	világháború + vá
muistoissa	muisto + issa
populistisia	populisti + sia
fakírjaim	fakír + jaim
igazgatókról	igazgató + król
tompaszögeim	tompaszög + eim
csodaszépekké	csodaszép + ekké
szobrászoktól	szobrász + októl
vizsgázzunk	vizsgáz + zunk
asemaan	asema + an
ablakokról	ablak + okról
eszperentéért	eszperenté + ért
elveszünk	elv + eszünk
fölülmúljatok	fölülmúl + jatok
felvarrnod	felvarr + nod
áramvonalasakig	áramvonalas + akig
Beni	Beni
viranomaiset	viran + omaiset
ladikjuk	ladik + juk
kiáltáséi	kiáltás + éi
prepositiosta	prepositio + sta
kuvasi	kuva + si
kimpaantunut	kimpaantu + nut
rouhituissa	rouhi + tuissa
tapadjanak	tapad + janak
ihogeeli	iho + geeli
tuomarien	tuomari + en
helpompia	help + ompia
kokeilkaas	kokeil + kaas
opetusseminaari	opetus + seminaari
kuva/teksti-yhdistelmä	kuva/teksti + -yhdistelmä
mistään	mi + stään
saavutettua	saavut + ettua
kertomuksensa	kertomu + ksensa
Tallinkilla	Tallink + illa
természetűé	természetű + é
mártíromságod	mártíromság + od
desszertként	desszert + ként
kertonu	kerto + nu
fanatikusé	fanatikus + é
meinasi	meina + si
bevalló	bevall + ó
budaiakéi	budai + akéi
uinuva	uinuva
kansallishymniin	kansallis + hymniin
paletták	palettá + k
melkoisen	melkoi + sen
kommentje	komment + je
angliaiakon	angliai + akon
elverjük	elver + jük
kiegészítésed	kiegészítés + ed
Ph.D	Ph.D
liitetä	liit + etä
győzelemben	győzelem + ben
tiedostamme	tiedosta + mme
Trianonra	Trianon + ra
kisvárosokban	kisváros + okban
visszaéléseknek	visszaélés + eknek
nehézfémekhez	nehézfém + ekhez
falukig	falu + kig
lőfegyveren	lőfegyver + en
zsúpokért	zsúp + okért
szíveken	szív + eken
megmaradó	megmarad + ó
flottákért	flottá + kért
ajavat	aja + vat
puhuva	puhu + va
merivirtoja	meri + virtoja
perheessämme	perhe + essämme
jäseniin	jäsen + iin
Eurooppa-aatteen	Eurooppa + -aatteen
massiivinen	massiivinen
innivalókkal	innivaló + kkal
Rf6	Rf6
jesuiittaveljeskunnalle	jesuiitta + veljeskunnalle
diapozitívvá	diapozitív + vá
paksu	paksu
Bretagne-ba	Bretagne + -ba
roskien	rosk + ien
disztingváld	disztingvál + d
joukkueessa	joukkue + essa
fürdőkön	fürdő + kön
vitassunk	vita + ssunk
kincstáriak	kincstári + ak
édeskésben	édeskés + ben
joulun	joulu + n
tiukemmat	tiuk + emmat
Pohjantähti	Pohjantähti
becsületességet	becsületesség + et
szavaztok	szavaz + tok
hódítottunk	hódít + ottunk
Chilen	Chile + n
imán	imá + n
studioiden	studio + iden
keskustaan	keskusta + an
kevyiden	kevy + iden
szövődményeim	szövődmény + eim
sólymon	sóly + mon
tietosanakirjassa	tieto + sanakirjassa
viimeisten	viimei + sten
kibogozhatatlanokról	kibogozhatatlan + okról
SRT-8	SRT + -8
maszlagnak	maszlag + nak
vízüggyé	vízüg + gyé
vaihtuessa	vaihtu + essa
rakennetta	rakenne + tta
petatavun	peta + tavun
kockázatiakban	kockázati + akban
Nadja	Nadja
angyalé	angyal + é
fuusiojazzin	fuusio + jazzin
kallisarvoisen	kallis + arvoisen
raksi	raksi
konstrukcióéi	konstrukció + éi
kuollut	kuoll + ut
semlegesítettelek	semlegesít + ettelek
flastromig	flastrom + ig
hüppögnie	hüppög + nie
pakkassään	pakkas + sään
asevoimia	ase + voimia
viivästyessä	viivästy + essä
távolító	távolító
ilmahyökkäysten	ilma + hyökkäysten
celluxokként	cellux + okként
közöknek	köz + öknek
grammatikaiként	grammatikai + ként
2...Dh4+	2...Dh4+
juhannusruusut	juhannus + ruusut
Ballard	Ballard
Phuketiin	Phuket + iin
parjattuihin	parja + ttuihin
tantervekké	tanterv + ekké
terveystietojaan	terveys + tietojaan
laittomaan	lait + tomaan
centijeid	centi + jeid
urheilutoimintaan	urheilu + toimintaan
lastuamisessa	lastuami + sessa
hiuksensa	hiu + ksensa
fűtőd	fűtő + d
velkaongelmien	velka + ongelmien
éhhalálokkal	éhhalál + okkal
nyikorognánk	nyikorog + nánk
terrorizáljalak	terrorizál + jalak
megelőzésekéi	megelőzés + ekéi
ymmärrettäviä	ymmärrettäv + iä
szerelmet	szerel + met
harminchármakéi	harminchár + makéi
rosszindulatért	rosszindulat + ért
kasvojanne	kasvo + janne
Kreikasta	Kreik + asta
olvasóm	olvasó + m
turvapaikka-asioiden	turva + paikka-asioiden
käytettiin	käyt + ettiin
lemostál	lemos + tál
varmuutta	varmuu + tta
TYKSin	TYKS + in
innovaatioiden	innovaatio + iden
laskeneeseen	laske + neeseen
Worried	Worried
tarkalleen	tarkalleen
gyűjtötték	gyűjt + ötték
köbcentimétereknél	köbcentiméter + eknél
lukujen	luku + jen
tämänvuotisessa	tämän + vuotisessa
rabokban	rab + okban
kabalákkal	kabalá + kkal
hajtások	hajtás + ok
tupakka-askin	tupakka + -askin
taipumuksesta	taipumu + ksesta
tanítványokon	tanítvány + okon
gyógyszertáraké	gyógyszertár + aké
mamin	mami + n
venyigékből	venyigé + kből
tapahtuiko	tapahtu + iko
metanyelveket	metanyelv + eket
hyytelöistä	hyytelö + istä
arvostelee	arvostel + ee
ihmistieteiden	ihmis + tieteiden
mammutokért	mammut + okért
vuosia	vuosi + a
kalaruoalle	kala + ruoalle
érvelünk	érvel + ünk
spórolták	spórol + ták
szemhez	szem + hez
kaupunki	kaupunki
brigádokkal	brigád + okkal
toimivalta	toimi + valta
poikasia	poika + sia
perintö	perintö
turbánliliomként	turbánliliom + ként
paitaa	paita + a
hírnök	hírnök
üzletelhet	üzletel + het
turvapaikkahakemusten	turva + paikkahakemusten
hozzáírtok	hozzáír + tok
internacionalizmusokkal	internacionalizmus + okkal
bezárnál	bezár + nál
protektorátusokkal	protektorátus + okkal
potkimassa	potki + massa
werkfilmnek	werkfilm + nek
századikokként	századik + okként
hónapostól	hónapos + tól
syistä	sy + istä
oposszumoknál	oposszum + oknál
komplexusa	komplexus + a
tipeghet	tipeg + het
muistikapasiteettini	muisti + kapasiteettini
szezámod	szezám + od
tizennégyekhez	tizennégy + ekhez
elefántja	elefánt + ja
keinuu	keinu + u
sávosakhoz	sávos + akhoz
romantiikkaa	romantiikka + a
konszerneken	konszern + eken
színtelenségnek	színtelenség + nek
feljelentitek	feljelent + itek
ébenfeketékbe	ébenfeketé + kbe
rugóra	rugó + ra
Görögországé	Görögország + é
hyväksytyt	hyväksy + tyt
selviytyä	selviytyä
tasapainotila	tasa + painotila
syyllistyvät	syyllisty + vät
szófogadókig	szófogadó + kig
ruusupensaista	ruusu + pensaista
karácsonyfadíszig	karácsonyfadísz + ig
pagodái	pagodá + i
ábrái	ábrá + i
esti	est + i
támaszkodik	támaszkodik
Mikkelin	Mikkeli + n
vágysz	vágy + sz
17,55	17,55
Volgaan	Volga + an
veszedelmesek	veszedelmes + ek
fanaattinen	fanaattinen
marhahúsba	marhahús + ba
varázsosaknál	varázsos + aknál
hegységekéi	hegység + ekéi
makuja	maku + ja
17-vuotiaana	17 + -vuotiaana
rozmárjaim	rozmár + jaim
könyöklőjük	könyöklő + jük
sairaanhoitopiirin	sairaan + hoitopiirin
dzsámiké	dzsámi + ké
esténkéntiből	esténkénti + ből
hatulla	hat + ulla
osallistunutkaan	osallistu + nutkaan
koreográfiákhoz	koreográfiá + khoz
estyy	esty + y
ajkakként	aj + kakként
pidetystä	pi + detystä
féltekével	félteké + vel
álruhákra	álruhá + kra
ajakírért	ajakír + ért
tapasztaltról	tapasztalt + ról
kezelnétek	kezel + nétek
értékektől	érték + ektől
Rotterdamissa	Rotterdam + issa
parókákból	paróká + kból
lovagiasakra	lovagias + akra
rizómákból	rizómá + kból
obszervatóriumért	obszervatórium + ért
vipera	vipera
ötösöké	ötös + öké
yltäkylläistä	yltäkylläi + stä
kerekekért	ker + ekekért
delegálniuk	delegál + niuk
nyilvánulnának	nyilvánul + nának
test	test
méhésznek	méhész + nek
engedetlenkedj	engedetlenked + j
Singaporessa	Singapore + ssa
kyljyksiä	kyljy + ksiä
kaupan	kaupan
puolivahingossa	puoli + vahingossa
was	was
väitöskirjasta	väitös + kirjasta
teniszezem	teniszez + em
jóssal	jós + sal
huvit	huvi + t
cianotípiája	cianotípiá + ja
vaativien	vaativ + ien
átlónk	átló + nk
fiziológiaiaké	fiziológiai + aké
mykkäkouluna	mykkä + kouluna
Markku	Markku
20-vuotias	20 + -vuotias
täysivaltainen	täysi + valtainen
nyitottakig	nyitott + akig
Kuivajärvi	Kuivajärvi
Knife	Knife
bolyhokéi	bolyh + okéi
ostaminen	ostaminen
nyolcaitok	nyolc + aitok
tietäisin	tietä + isin
korkeatasoisina	korkea + tasoisina
jelentésében	jelentés + ében
jalassa	jal + assa
szójáid	szójá + id
daráljunk	darál + junk
Magnumin	Magnum + in
támadóhoz	támadó + hoz
perustettua	perust + ettua
kyseisiin	kysei + siin
térképek	térkép + ek
omana	oma + na
kieliopissa	kieli + opissa
liigassa	liiga + ssa
kukistui	kukistu + i
Teksasissa	Teksas + issa
közöltél	közöl + tél
hitelességeknek	hitelesség + eknek
hajtanom	hajt + anom
átokért	átok + ért
mutt	mut + t
perecesektől	pereces + ektől
településeik	település + eik
harangvirágban	harangvirág + ban
üzenetekhez	üzenet + ekhez
Nyheterin	Nyheter + in
näköinen	näköinen
luopumista	luopumi + sta
jaettiin	ja + ettiin
semmiféle	semmiféle
Chicagónk	Chicag + ónk
táptalajokkal	táptalaj + okkal
saattamisesta	saattami + sesta
jalkapallosta	jalka + pallosta
Karkkilan	Karkkila + n
askareissaan	askare + issaan
mainostemppu	mainos + temppu
juoksukilpailussa	juoksu + kilpailussa
közelítendő	közelít + endő
sárgákhoz	sárgá + khoz
Robinson	Robinson
kajdácsot	kajdács + ot
légitársaságért	légitársaság + ért
munkásokról	munkás + okról
jatkuivat	jatku + ivat
elemlámpái	elemlámpá + i
soittava	soitta + va
szervezésekről	szervezés + ekről
ymmärtänevät	ymmärtä + nevät
IK:hon	IK + :hon
dúlná	dúl + ná
yritän	yrit + än
audienciákból	audienciá + kból
apurahaa	apu + rahaa
hevoseläimiin	hevos + eläimiin
pimeälle	pimeä + lle
hajtotok	hajt + otok
pienoisrautateitä	pienois + rautateitä
csontúakba	csontú + akba
itsevarma	itsevarma
vélekedsz	véleked + sz
építésekhez	építés + ekhez
Illyéseknek	Illyés + eknek
C23H27N4FO2	C23H27N4FO2
tekercsektől	tekercs + ektől
Suffolk	Suffolk
Szófiáink	Szófiá + ink
kötőjellé	kötőjel + lé
engedélyek	engedély + ek
egyenletessel	egyenletes + sel
parantaminen	parantaminen
blokádok	blokád + ok
tietokoneyhteys	tieto + koneyhteys
kontárt	kontár + t
interventioelimelle	interventio + elimelle
tökfilkóid	tökfilkó + id
Teneriffan	Teneriffa + n
Kelenföldéi	Kelenföld + éi
konszerneitek	konszern + eitek
felfedezőig	felfedező + ig
laskeneensa	laske + neensa
ilmiölle	ilmiö + lle
rendőrautóink	rendőrautó + ink
serblikbe	serbli + kbe
lapátként	lapát + ként
bírságokká	bírság + okká
orrmelléküregekéi	orrmelléküreg + ekéi
esiintyy	esiinty + y
Land	Land
olkapäät	olka + päät
ápolhat	ápol + hat
csődörből	csődör + ből
narancshéjam	narancshéj + am
vuorollani	vuoro + llani
gimnáziumuk	gimnázium + uk
syöttöputkien	syöttö + putkien
gisznek	gisz + nek
zagyvaságaim	zagyvaság + aim
Sharksia	Sharks + ia
rengetegéi	rengeteg + éi
valtataisteluun	valta + taisteluun
autiota	autio + ta
rohadtba	rohadt + ba
GIF	GIF
saastuneimmista	saastun + eimmista
29,14	29,14
jäljennöksiä	jäljennö + ksiä
nukkumaanmenoa	nukkumaan + menoa
szfinxeknél	szfinx + eknél
nousen	nous + en
heftiknek	hefti + knek
lassítsunk	lassít + sunk
halasit	hala + sit
sajkacsontod	sajkacsont + od
sateet	sa + teet
fácánéi	fácán + éi
székelyünk	székely + ünk
vakuutuksen	vakuutu + ksen
böjtbe	böjt + be
seksuaalisuuden	seksuaalisuu + den
